Time		Ax		Ay		Az
0.07816481590270996		-6.90		4.43		5.64
0.09343719482421875		-6.91		4.47		5.76
0.09343719482421875		-6.92		4.45		5.70
0.1090998649597168		-6.91		4.51		5.67
0.12472414970397949		-6.97		4.39		5.72
0.1716146469116211		-7.01		4.41		5.62
0.21845221519470215		-6.97		4.42		5.72
0.21845221519470215		-6.86		4.46		5.70
0.250018835067749		-6.94		4.42		5.63
0.281231164932251		-6.71		4.55		5.61
0.3122432231903076		-6.75		4.47		5.76
0.3438374996185303		-6.91		4.30		5.63
0.3747251033782959		-6.91		4.43		5.53
0.40597081184387207		-7.00		4.36		5.61
0.46851515769958496		-7.14		4.25		5.43
0.49973034858703613		-7.01		4.39		5.59
0.5309820175170898		-6.75		4.35		5.91
0.5622396469116211		-6.67		4.29		6.01
0.5935299396514893		-6.78		4.07		5.81
0.6091160774230957		-6.97		4.41		5.77
0.6403689384460449		-6.61		4.52		5.15
0.6716227531433105		-5.99		4.42		5.92
0.7029123306274414		-5.02		5.22		6.76
0.7185091972351074		-5.04		5.51		7.20
0.7497925758361816		-4.89		4.34		6.39
0.7966372966766357		-3.94		3.59		5.98
0.8122684955596924		-3.94		4.97		7.23
0.8591434955596924		-5.53		6.41		5.66
0.8904314041137695		-8.29		3.49		3.51
0.9216845035552979		-7.86		4.07		2.42
0.9685289859771729		-6.42		6.86		4.71
0.9998178482055664		-5.08		5.47		3.47
1.0154099464416504		-3.26		4.98		4.11
1.0466639995574951		-6.71		10.46		10.20
1.0779554843902588		-12.07		5.06		7.45
1.1092052459716797		-9.38		2.81		0.06
1.1248328685760498		-4.65		5.62		3.67
1.1560821533203125		-3.08		6.21		7.62
1.1873018741607666		-4.36		10.53		6.35
1.2185554504394531		-6.94		8.46		1.39
1.2498085498809814		-8.36		10.64		-2.54
1.2810962200164795		-4.63		8.50		0.16
1.3123164176940918		-4.53		6.85		1.71
1.343576192855835		-9.06		5.97		0.52
1.374821662902832		-8.40		6.80		1.10
1.4060754776000977		-8.48		8.45		0.12
1.437328815460205		-5.30		8.80		-2.06
1.4842102527618408		-5.16		8.79		-3.32
1.5467164516448975		-5.58		8.69		-1.48
1.5779695510864258		-4.92		7.79		-1.61
1.6092231273651123		-4.67		8.86		-1.57
1.640474796295166		-4.94		9.17		-2.13
1.6717276573181152		-5.00		9.17		-3.27
1.7029821872711182		-4.75		8.48		-3.42
1.71860933303833		-3.51		9.65		-2.09
1.749861717224121		-3.75		8.91		-2.26
1.7811150550842285		-4.03		8.07		-3.63
1.812368631362915		-3.96		8.18		-3.36
1.8280012607574463		-3.65		8.33		-4.01
1.8592474460601807		-3.36		8.91		-3.95
1.8905012607574463		-3.04		9.59		-3.91
1.9217548370361328		-3.34		8.24		-4.56
1.937382459640503		-3.45		8.70		-4.58
1.9686355590820312		-3.12		8.53		-4.78
2.015550374984741		-1.68		8.49		-4.93
2.0468034744262695		-2.24		9.50		-4.53
2.0780277252197266		-1.47		9.87		-4.44
2.1092746257781982		-2.78		10.67		-4.36
2.156167507171631		-3.80		9.87		-4.49
2.171780824661255		-3.43		9.18		-6.24
2.2030346393585205		-2.61		9.31		-7.07
2.234287738800049		-1.80		9.67		-6.12
2.265580177307129		-2.28		13.56		-4.74
2.2968292236328125		-1.48		14.58		-6.68
2.3280889987945557		-1.13		10.44		-6.83
2.3593010902404785		0.26		11.07		-5.18
2.390554189682007		0.48		9.77		-4.01
2.421854257583618		-0.39		8.35		-4.53
2.4531078338623047		-1.36		7.95		-5.27
2.484349489212036		-1.18		7.66		-4.55
2.5156028270721436		-1.26		7.48		-3.73
2.5468573570251465		-1.45		7.11		-3.88
2.5781161785125732		-1.56		6.42		-4.19
2.6093270778656006		-1.84		6.28		-4.67
2.640580654144287		-1.84		6.99		-4.66
2.6718342304229736		-1.50		6.79		-4.16
2.703087091445923		-2.06		7.03		-3.97
2.7343404293060303		-2.13		7.53		-4.36
2.7968475818634033		-2.04		7.86		-4.64
2.8281471729278564		-2.29		8.36		-4.73
2.8593900203704834		-2.42		9.00		-4.68
2.8906078338623047		-2.22		9.33		-4.53
2.9062745571136475		-2.16		9.60		-4.36
2.9374868869781494		-2.07		9.42		-4.16
2.9687399864196777		-2.08		8.97		-3.76
3.0000298023223877		-2.22		8.53		-3.43
3.0312469005584717		-2.27		8.61		-3.26
3.062499761581421		-2.40		8.94		-3.37
3.0937952995300293		-2.31		9.28		-3.42
3.125006914138794		-2.31		9.31		-3.18
3.156259536743164		-2.30		9.31		-3.02
3.1875152587890625		-2.32		9.24		-3.10
3.2187678813934326		-2.47		9.14		-3.15
3.250074625015259		-2.52		9.12		-3.09
3.281313419342041		-2.43		9.33		-2.96
3.312527656555176		-2.40		9.40		-2.83
3.3437819480895996		-2.28		9.34		-2.67
3.3750336170196533		-2.15		9.59		-2.59
3.39070463180542		-2.09		9.61		-2.52
3.4375758171081543		-2.07		9.49		-2.33
3.468832015991211		-1.96		9.52		-2.48
3.5000839233398438		-2.02		9.37		-2.38
3.5312998294830322		-2.08		9.44		-2.56
3.578213930130005		-2.19		9.45		-2.59
3.6094844341278076		-2.16		9.59		-2.65
3.640686511993408		-2.11		9.64		-2.63
3.6719391345977783		-2.06		9.77		-2.57
3.7032291889190674		-1.89		9.76		-2.48
3.7188286781311035		-1.85		9.68		-2.43
