Time		Ax		Ay		Az
0.046843767166137695		-4.65		9.13		5.44
0.09372329711914062		-3.93		6.47		5.12
0.10934853553771973		-4.97		5.62		5.28
0.12497401237487793		-4.89		5.04		3.81
0.17185568809509277		-5.35		5.00		5.15
0.18758344650268555		-5.76		5.47		6.39
0.21883797645568848		-5.40		5.48		8.19
0.25034332275390625		-3.97		5.66		8.60
0.2815420627593994		-3.72		5.11		7.57
0.31278252601623535		-6.94		5.52		8.05
0.3437647819519043		-6.76		5.31		7.58
0.3753013610839844		-3.18		6.56		6.31
0.42192697525024414		-1.14		6.78		5.42
0.43755245208740234		-1.60		5.94		5.69
0.5000178813934326		-4.10		4.79		6.43
0.5312685966491699		-4.48		5.16		6.29
0.5625567436218262		-6.24		5.21		8.40
0.5937747955322266		-5.27		5.60		6.91
0.6094024181365967		-4.92		5.10		8.64
0.6406888961791992		-3.23		5.82		7.98
0.6719086170196533		-3.05		5.60		7.42
0.7031636238098145		-3.72		5.12		6.96
0.7188258171081543		-4.12		4.68		6.77
0.7656688690185547		-4.52		4.87		6.97
0.7812962532043457		-4.85		4.68		6.33
0.8125731945037842		-4.67		3.29		6.76
0.8438267707824707		-4.48		3.08		6.08
0.890709400177002		-4.06		4.85		5.77
0.9219377040863037		-2.61		5.91		6.55
0.9375646114349365		-2.01		3.77		9.56
0.9688394069671631		-1.41		6.42		8.61
1.0000689029693604		-5.22		9.66		11.11
1.0469484329223633		-7.59		3.45		8.64
1.0625996589660645		-3.63		5.97		4.84
1.0938284397125244		-5.47		7.12		6.98
1.125079870223999		-7.17		7.04		3.85
1.1563355922698975		-6.75		5.62		3.37
1.1875889301300049		-6.62		7.67		4.11
1.2188799381256104		-6.81		8.21		2.74
1.2500956058502197		-7.22		6.95		3.37
1.281371831893921		-6.39		8.86		4.09
1.3126256465911865		-5.70		8.80		3.45
1.3438811302185059		-5.21		7.66		3.22
1.3751084804534912		-5.04		10.25		2.48
1.4063618183135986		-4.48		8.96		0.12
1.4376146793365479		-5.27		8.79		0.97
1.468869686126709		-6.19		8.73		0.49
1.5157849788665771		-5.01		9.47		-0.23
1.547025203704834		-4.87		9.70		-0.68
1.5782792568206787		-4.49		8.72		-2.23
1.6095125675201416		-4.58		9.33		-2.56
1.6251463890075684		-3.88		8.82		-1.74
1.6563878059387207		-4.99		8.68		-3.28
1.6876416206359863		-4.41		7.98		-4.41
1.7188949584960938		-4.60		8.52		-3.11
1.7501723766326904		-4.57		8.19		-3.46
1.7814013957977295		-4.12		8.44		-3.66
1.8126559257507324		-3.41		7.75		-3.65
1.8439075946807861		-3.18		9.19		-2.90
1.8751599788665771		-3.02		8.66		-2.33
1.9064154624938965		-4.46		8.86		-3.12
1.9376683235168457		-5.04		9.39		-7.39
1.968921422958374		-4.87		9.54		-7.87
2.000174045562744		-2.98		9.52		-5.19
2.0314290523529053		-1.68		9.95		-2.77
2.062681198120117		-0.50		9.04		-1.95
2.0939409732818604		-1.78		9.80		-1.34
2.125185966491699		-2.32		12.17		-4.55
2.172095537185669		-1.13		11.22		-9.38
2.2033205032348633		-1.05		8.28		-8.14
2.2345986366271973		0.01		8.39		-6.04
2.281453847885132		-0.22		7.71		-4.89
2.312706708908081		-1.53		6.83		-3.59
2.3283579349517822		-1.03		8.36		-3.85
2.359591007232666		-1.54		7.97		-3.39
2.390864372253418		-2.12		7.77		-3.41
2.4220969676971436		-2.36		9.45		-4.55
2.4533469676971436		-2.27		8.85		-4.71
2.484600782394409		-1.65		8.67		-4.61
2.5158777236938477		-1.68		8.69		-4.34
2.5471060276031494		-2.33		8.08		-4.25
2.578364133834839		-2.48		8.08		-3.95
2.609619379043579		-2.36		8.37		-3.94
2.640866756439209		-2.37		8.38		-3.80
2.6564953327178955		-2.27		8.82		-3.71
2.6877763271331787		-2.35		8.94		-3.58
2.7190256118774414		-2.49		8.56		-3.54
2.7658815383911133		-2.43		8.72		-3.67
2.7971580028533936		-2.61		8.44		-3.76
2.8283894062042236		-2.75		8.66		-3.80
2.8596408367156982		-2.69		8.98		-3.43
2.8909237384796143		-2.68		9.08		-3.37
2.9221465587615967		-2.57		9.06		-3.19
2.9534008502960205		-2.51		9.19		-3.27
2.9846596717834473		-2.63		9.32		-3.33
3.015906572341919		-2.66		9.13		-3.25
3.0471582412719727		-2.60		9.23		-3.27
3.078437089920044		-2.52		9.33		-3.20
3.109666585922241		-2.45		9.36		-3.20
3.1409432888031006		-2.38		9.33		-3.12
3.172173500061035		-2.37		9.33		-3.19
3.2034268379211426		-2.36		9.38		-3.17
3.2346887588500977		-2.30		9.57		-3.20
3.2659401893615723		-2.40		9.44		-3.28
3.2971863746643066		-2.38		9.37		-3.06
3.3440911769866943		-2.30		9.23		-2.93
