Ax,Ay,Az,time
-1.73,14.56,5.24,1.834601831
-6.91,10.52,-0.67,1.871540123
-3.93,10.61,-2.61,1.908478415
-3.19,9.7,-1.82,1.945416707
-4.41,8.8,-1.47,1.982354999
-4.5,8.67,-0.11,2.019293291
-2.54,8.74,-2.45,2.056231583
-2.08,10.55,-0.3,2.093169875
-0.51,10.29,-1.2,2.130108166
-3.09,11.85,-0.55,2.167046458
-4.04,10.07,0.47,2.20398475
-2.93,9.58,-1.37,2.240923042
-0.4,10.59,-3.89,2.277861334
-3.06,9.87,0.47,2.314799626
-0.83,11.39,-2.68,2.351737918
-4.74,9.08,-0.29,2.38867621
0.19,10.72,-3.39,2.425614502
-1.62,8.42,-2.5,2.462552794
-3.19,9.59,-1.45,2.499491086
-3.58,10.76,-1.59,2.536429377
-0.77,9.79,-2.42,2.573367669
-3.99,8.94,-3.4,2.610305961
-1.94,9.61,-3.32,2.647244253
-2.7,9.75,-2.6,2.684182545
-3.16,9.39,-3.18,2.721120837
-2.07,9.78,-2.5,2.758059129
-2.97,9.92,-3.28,2.794997421
-2.19,9.34,-2.63,2.831935713
-2.52,9.08,-2.42,2.868874005
-1.59,9.8,-4.7,2.905812296
-6.61,9.74,-1.03,2.942750588
-3.08,9.34,-4.37,2.97968888
-1.81,8.97,-2.23,3.016627172
-6.09,9.69,-2.57,3.053565464
-3.64,8.55,-2.81,3.090503756
-7.03,8.22,-0.33,3.127442048
-2.29,9.37,-3.08,3.16438034
-1.48,10,-3.98,3.201318632
-6.17,7.48,-2.22,3.238256924
-7.66,6.7,-1.67,3.275195215
-2.02,7.73,-5.64,3.312133507
-4.41,8.82,-4.04,3.349071799
-8.84,6.18,-0.72,3.386010091
-6,8.71,0.65,3.422948383
-6.42,7.32,-4.66,3.459886675
-5.46,7.88,2.51,3.496824967
-7.99,7.59,-1.35,3.533763259
-7.42,4.41,-3.11,3.570701551
-8.02,8.05,0.24,3.607639843
-9.75,5.69,1.78,3.644578135
-8.33,6.23,-3.37,3.681516426
-7.23,6.76,1.44,3.718454718
-8.08,6.13,-4.36,3.75539301
-8.07,7.51,-1.02,3.792331302
-13.43,10.49,-2.85,3.829269594
-6.72,6.07,4.46,3.866207886
-2.05,4.74,8.85,3.903146178
-4.69,7.13,5.44,3.94008447
-2.37,5.86,9.52,3.977022762
-6.71,7.01,17.1,4.013961054
-6.56,-6.23,1.36,4.050899345
-4.53,2.56,15.71,4.087837637
-2.33,9.02,-3.16,0.433160966
-2.28,9.18,-3.07,0.470289048
-2.31,9.19,-3.06,0.507417131
-2.34,9.37,-3.26,0.544545214
-2.31,9.38,-3.37,0.581673297
-2.14,9.34,-3.51,0.618801379
-1.99,9.26,-3.29,0.655929462
-1.7,8.93,-3.22,0.693057545
-1.8,8.69,-3.17,0.730185628
-1.84,8.04,-2.57,0.76731371
-1.82,7.39,-2.77,0.804441793
-2.35,6.52,-2.14,0.841569876
-2.45,6.05,-2.45,0.878697959
-3.37,5.84,-1.53,0.915826041
-3.06,5.74,-1.49,0.952954124
-3.04,6.44,-1.76,0.990082207
-3.12,6.86,-2.06,1.02721029
-2.79,7.4,-2.67,1.064338373
-2.48,6.95,-2.04,1.101466455
-2.82,7.4,-2.83,1.138594538
-3.2,8.52,-2.2,1.175722621
-4.1,8.68,-1.77,1.212850704
-3.94,10.67,-2.51,1.249978786
-4.75,10.95,-2,1.287106869
-4.32,11.6,-2.06,1.324234952
-4.82,10.96,-0.72,1.361363035
-3.38,11.75,-0.93,1.398491117
-4.19,11.85,-1.83,1.4356192
-2.6,11.01,-1.81,1.472747283
-0.43,13.29,0.46,1.509875366
-4.02,12.12,-0.19,1.547003448
-1.86,12.52,-1,1.584131531
-0.86,13.78,2.49,1.621259614
-2.48,9.79,-0.13,1.658387697
-1.27,11.17,-0.5,1.695515779
-3.28,9.01,-6.2,1.732643862
-4.29,5.52,-7.59,1.769771945
-1.48,9.51,-0.45,1.806900028
-2.57,15.68,4.09,1.844028111
-5.28,10.19,0.66,1.881156193
-2.51,9.78,-3.77,1.918284276
-3.48,9.78,-0.44,1.955412359
-4.34,9.09,-0.2,1.992540442
-3.1,8.88,-0.62,2.029668524
-1.5,10.6,0.02,2.066796607
-1.38,10.1,-2.47,2.10392469
-1.38,11.25,-2.09,2.141052773
-3.01,10.35,1.05,2.178180855
-1.14,10.96,-3.14,2.215308938
-0.21,11.05,-3.05,2.252437021
-1.94,9.37,-0.14,2.289565104
-1.34,10.67,-2.48,2.326693186
-4.23,9.24,-0.26,2.363821269
3.38,11.61,-5.8,2.400949352
-2.09,8.05,-0.37,2.438077435
-1.22,9.49,-2.41,2.475205517
-1.06,11.09,-1.51,2.5123336
-3.22,9.81,0.49,2.549461683
-5.27,10.21,-2.64,2.586589766
1.45,9.25,-3.89,2.623717849
-2.19,10.61,-0.28,2.660845931
-0.21,10.11,-3.32,2.697974014
-2.97,9.04,-2.08,2.735102097
-4.63,9.77,-3.1,2.77223018
-1.86,10.52,-2.78,2.809358262
-2.84,10.51,-1.32,2.846486345
-0.63,8.97,-6.04,2.883614428
-4.8,9.87,-0.7,2.920742511
-4.3,8.8,-2.26,2.957870593
-3.13,9.74,-4.21,2.994998676
-6.18,10.11,-1.92,3.032126759
-3.55,9.4,-1.14,3.069254842
-3.66,5.84,-4.6,3.106382924
-0.47,9.75,-0.65,3.143511007
-7.25,8.62,-3.64,3.18063909
-3.44,10.12,0.3,3.217767173
-5.93,7.32,-4.08,3.254895255
-4.54,8.48,3.92,3.292023338
-6.49,7.13,-3.12,3.329151421
-6.75,8.57,-1.23,3.366279504
-4.87,8.28,3.22,3.403407587
-6.34,7.17,-2.94,3.440535669
-6.87,7.87,-0.87,3.477663752
-8.34,6.58,0.09,3.514791835
-7.91,5.4,3.58,3.551919918
-9.68,6.02,-2.52,3.589048
-7.28,7.81,0.44,3.626176083
-5.45,8.93,0.54,3.663304166
-10.75,9.53,-2.74,3.700432249
-10.36,8.94,1.5,3.737560331
-5.6,5.68,3.29,3.774688414
-2.35,5.82,8.88,3.811816497
-1.85,7.01,4.33,3.84894458
-4.52,6.17,9.55,3.886072662
-1.92,2.87,11.1,3.923200745
1.63,2.5,6.69,3.960328828
-8.55,-10,-1.12,3.997456911
-6.71,0.16,4.41,4.034584994
-7.5,4.26,4.5,4.071713076
-6.37,5.93,4.29,4.108841159
-2.3,9.01,-3.53,0.392777543
-2.33,8.78,-3.58,0.426444189
-2.3,8.99,-3.86,0.460110836
-2.35,9,-3.79,0.493777482
-2.38,8.76,-3.5,0.527444129
-2.48,9.04,-3.65,0.561110775
-2.37,9.62,-3.39,0.594777422
-2.04,9.46,-3.5,0.628444068
-2.4,9.3,-3.17,0.662110715
-2.73,8.79,-2.84,0.695777361
-2.42,7.97,-2.67,0.729444008
-1.78,7.28,-2.51,0.763110654
-2.31,6.42,-1.72,0.796777301
-2.15,5.66,-1.88,0.830443947
-2.06,5.6,-1.11,0.864110594
-2.08,5.62,-1.36,0.89777724
-3.03,6.33,-1.24,0.931443887
-2.78,5.38,-1.36,0.965110533
-2.8,6.33,-1.31,0.99877718
-3.74,7.48,-1.25,1.032443826
-3.11,6.44,-2.27,1.066110473
-3.42,7.5,-1.59,1.099777119
-4.78,7.74,-1.23,1.133443766
-4.4,8.57,-1.41,1.167110412
-3.65,9.39,-1.53,1.200777059
-4.39,10.23,-0.67,1.234443705
-3.69,10.9,1.44,1.268110352
-2.65,12.74,4.22,1.301776998
-2.99,12.56,2.17,1.335443645
-2.4,12.36,2.29,1.369110292
-0.54,11.45,1.45,1.402776938
0.08,14.05,1.53,1.436443585
-0.67,13,2.37,1.470110231
0.89,11.78,2.62,1.503776878
1.77,12.75,0.89,1.537443524
0.89,12.11,3.38,1.571110171
0.98,10.59,-0.44,1.604776817
-2.6,17.83,-5.85,1.638443464
-0.5,13.76,5.6,1.67211011
2.02,10.51,7.26,1.705776757
0.08,8.67,7.19,1.739443403
-1.28,6.92,4.78,1.77311005
-1.6,7.7,5.98,1.806776696
-1.06,9.51,3.55,1.840443343
-1.54,11.75,2.82,1.874109989
-1.13,11.56,3.11,1.907776636
-1.41,9.23,4.27,1.941443282
-1.37,11.34,4.66,1.975109929
-2.26,9.92,4.39,2.008776575
-1.58,9.27,3.98,2.042443222
-2.66,9.26,4.36,2.076109868
-2.07,9.28,4.37,2.109776515
-2.49,8.57,5.04,2.143443161
-2.56,9.28,4.87,2.177109808
-3.8,8.09,3.04,2.210776454
-3.23,8.39,4.32,2.244443101
-3.32,8.46,3,2.278109747
-2.89,8.29,2.67,2.311776394
-3.09,8.66,5.38,2.34544304
-1.92,9.85,5.59,2.379109687
-3.08,5.54,0.73,2.412776333
-3.9,7.82,2.55,2.44644298
-4.44,8.86,3.53,2.480109626
-3.51,7.37,1.93,2.513776273
-4.65,8.38,4.38,2.547442919
-3.95,7.64,2.75,2.581109566
-2.99,7.29,3.4,2.614776212
-4.11,8.56,4.91,2.648442859
-4.65,6.6,3.07,2.682109505
-3.02,7.68,4.41,2.715776152
-3.95,7.51,3.3,2.749442799
-4.85,6.87,4.46,2.783109445
-3.44,6.34,3.1,2.816776092
-3.92,9.18,6.19,2.850442738
-6.84,7.47,3.89,2.884109385
-3.28,7.64,6.2,2.917776031
-3.1,8.16,7.57,2.951442678
-4.16,4.04,7.26,2.985109324
-4.87,4.94,13.21,3.018775971
-2.86,7.34,9.77,3.052442617
-1.13,7.41,7.32,3.086109264
-2.75,6.51,9.37,3.11977591
-2.99,3.59,5.75,3.153442557
-3.69,3.65,5.84,3.187109203
-3.63,0.12,8.27,3.22077585
-1.08,3.41,6.52,3.254442496
-1.11,2.71,7.45,3.288109143
-2.71,4.98,9.66,3.321775789
-3.46,4.16,8.91,3.355442436
-2.9,4.31,7.59,3.389109082
-2.76,5.74,8.51,3.422775729
-4.32,4.19,9.03,3.456442375
-4.18,5.13,8.21,3.490109022
-4.25,5.38,7.17,3.523775668
-6.16,5.48,5.87,3.557442315
-5.64,3.32,7.01,3.591108961
-4.38,3.14,7.47,3.624775608
-4.15,2.92,9.95,3.658442254
-4.01,2.77,9.71,3.692108901
-4.22,3.43,7.95,3.725775547
-2.6,9.09,-3.77,0.403147184
-2.58,9.08,-3.82,0.437702657
-2.66,8.9,-3.93,0.47225813
-2.69,8.71,-3.84,0.506813603
-2.66,8.94,-3.8,0.541369076
-2.54,9.14,-3.89,0.575924549
-2.54,9.13,-3.9,0.610480022
-2.42,9.24,-3.72,0.645035495
-2.13,9.25,-3.73,0.679590968
-2.04,8.94,-3.91,0.71414644
-2.11,8.76,-3.36,0.748701913
-2.08,8.2,-3.51,0.783257386
-2.3,7.69,-3.58,0.817812859
-2.44,7.05,-2.7,0.852368332
-2.23,6.23,-2.42,0.886923805
-2.41,5.51,-2.25,0.921479278
-2.48,5.44,-1.58,0.956034751
-2.36,5.21,-1.33,0.990590224
-2.49,4.8,-1.4,1.025145697
-2.58,5,-1.51,1.05970117
-2.99,6.12,-1.13,1.094256643
-2.62,6.14,-2.2,1.128812116
-2.5,7.53,-1.42,1.163367588
-3.49,7.94,-2.48,1.197923061
-3.99,8.74,-2.94,1.232478534
-4.2,11.18,-3.44,1.267034007
-5.34,11.44,-3.81,1.30158948
-3.64,12.92,-1.46,1.336144953
-6.11,12.06,1.48,1.370700426
-2.94,13.28,-1.03,1.405255899
-1.65,14.39,0.07,1.439811372
1.37,15.29,0.31,1.474366845
-0.05,12.73,0.04,1.508922318
-1,12.74,1.37,1.543477791
-0.33,11.98,-1.81,1.578033264
-0.9,12,-3.88,1.612588737
-4.54,7.78,-7.86,1.647144209
-1.09,13.54,-2.58,1.681699682
4.06,15.61,2.95,1.716255155
-1.98,11.14,0.07,1.750810628
-5.37,7.32,-3.39,1.785366101
-4.1,8.87,1.19,1.819921574
-2.68,8.81,0.17,1.854477047
-1.94,10.5,-0.05,1.88903252
0.17,10.12,-3.93,1.923587993
-0.62,10.96,-3.11,1.958143466
-1,10.68,-0.89,1.992698939
-0.07,10.73,-2.92,2.027254412
0.34,10.92,-3.15,2.061809885
-1.27,10.37,-0.45,2.096365357
-0.39,10.39,-3.5,2.13092083
-0.13,9.14,-1.45,2.165476303
-1.64,11.56,-3.11,2.200031776
-1.67,9.04,-2.61,2.234587249
-2.2,10.42,-1.91,2.269142722
-3.84,10.72,-1.26,2.303698195
-1.38,8.99,-3.24,2.338253668
-5.41,10.35,0.35,2.372809141
-2.25,9.06,-2.19,2.407364614
-2.07,9.99,-3.62,2.441920087
-3.36,8.08,-1.49,2.47647556
-3.58,8.54,-3.42,2.511031033
-1.01,11.79,-2.81,2.545586505
-9.61,10.37,3.15,2.580141978
-1.18,7.38,-5.06,2.614697451
-2.52,11.8,-4.4,2.649252924
-8.36,8.75,3.31,2.683808397
-2.8,8.16,-3.41,2.71836387
-2.32,9.06,-5.49,2.752919343
-8.4,9.76,1.37,2.787474816
-5.98,7.66,0.37,2.822030289
-4.07,10.39,-3.1,2.856585762
-7.45,5.61,-2.22,2.891141235
-4.53,8.9,2.14,2.925696708
-6.63,8.56,-2.52,2.960252181
-6.73,6.37,-0.92,2.994807654
-4.36,9.81,3.02,3.029363126
-7.44,9.44,-0.87,3.063918599
-7.78,5.28,-1.82,3.098474072
-5.84,8.39,2.06,3.133029545
-8.22,12.9,-1.06,3.167585018
-5.2,7.81,-3.34,3.202140491
-1.87,10.17,9.54,3.236695964
-2.89,7.2,6.12,3.271251437
-0.33,11.36,10.9,3.30580691
-3.16,8.75,4.74,3.340362383
-9.92,2.16,3.47,3.374917856
-1.78,-2.52,2.23,3.409473329
-5.42,-3.81,3.41,3.444028802
-5.37,3.92,5.73,3.478584274
-5.3,9,9.25,3.513139747
-6.79,7.86,5.54,3.54769522
-5.61,5.85,8.33,3.582250693
-3.17,6.89,5.67,3.616806166
-4.76,6.4,7.29,3.651361639
-6.69,4.7,8.35,3.685917112
-4.84,5.45,7.15,3.720472585
-5.18,7.04,7.92,3.755028058
-5.07,4.43,7.03,3.789583531
-4.18,5.26,7.32,3.824139004
-2.95,8.98,-3.75,0.409257384
-3.03,8.77,-3.81,0.444336588
-2.99,8.88,-3.77,0.479415792
-2.82,8.98,-3.51,0.514494997
-2.73,9.16,-3.43,0.549574201
-2.63,9.08,-3.39,0.584653405
-2.57,8.86,-3.49,0.61973261
-2.64,8.68,-3.7,0.654811814
-2.71,8.66,-3.59,0.689891018
-2.48,8.49,-3.27,0.724970222
-2.39,7.88,-2.9,0.760049427
-2.64,6.9,-2.79,0.795128631
-2.45,6.22,-2.6,0.830207835
-2.23,5.65,-2.27,0.86528704
-2.27,5.28,-1.73,0.900366244
-2.02,5.24,-1.37,0.935445448
-2.45,5.9,-1.04,0.970524653
-2.45,5.73,-1.44,1.005603857
-2.53,6.01,-1.89,1.040683061
-2.77,7.9,-2.81,1.075762266
-2.96,7.19,-3.27,1.11084147
-2.83,8.79,-2.9,1.145920674
-3.53,9.27,-2.8,1.180999879
-3.15,9.76,-2.9,1.216079083
-3.9,11.04,-2.3,1.251158287
-3.44,11.59,-1.29,1.286237491
-3.46,12.42,0.98,1.321316696
-3.31,12.94,0.02,1.3563959
-3.65,11.69,0.04,1.391475104
-3.43,12.14,1.1,1.426554309
-1.77,13.03,0.93,1.461633513
-2.28,12.87,1.56,1.496712717
-2.24,12.07,1.22,1.531791922
-1.61,11.65,3.33,1.566871126
-1.74,11.92,2.56,1.60195033
-2.37,9.68,3.68,1.637029535
-0.57,11.16,1.66,1.672108739
-1.98,10.76,0.34,1.707187943
-0.95,9.84,-2.36,1.742267148
-0.31,13.14,2.31,1.777346352
4.12,10.46,8.64,1.812425556
-0.99,8.4,6.62,1.84750476
-2.7,8.58,2.45,1.882583965
-2.55,9.96,1.77,1.917663169
-2.79,11.42,3.4,1.952742373
-1.68,11.97,4.24,1.987821578
-1.3,9.46,3.67,2.022900782
-4.79,8.75,5.53,2.057979986
-2.12,11.41,2.88,2.093059191
-3.28,9.36,4.04,2.128138395
-2.22,9.04,3.35,2.163217599
-4.14,8.55,3.86,2.198296804
-3.59,9.49,4.69,2.233376008
-2.76,9.14,4.06,2.268455212
-2.78,8.55,2.33,2.303534417
-5.05,8.11,4.16,2.338613621
-3.63,9.15,4.23,2.373692825
-3.65,8.78,4,2.408772029
-4.22,8.85,4.82,2.443851234
-4.04,8.56,3.2,2.478930438
-5.13,7.97,4.09,2.514009642
-4.43,8.68,4.5,2.549088847
-2.88,8.2,2.71,2.584168051
-4.69,8.44,3.35,2.619247255
-4.52,8.58,3.46,2.65432646
-4.42,8.22,3.85,2.689405664
-4.57,8.37,3.77,2.724484868
-3.44,8.85,3.49,2.759564073
-4.93,8.57,3.84,2.794643277
-5.6,7.83,3.17,2.829722481
-4.82,7.62,4.25,2.864801686
-2.82,7.97,3.2,2.89988089
-6.9,6.37,3.33,2.934960094
-3.88,8.3,3.01,2.970039298
-5.73,8.1,3.45,3.005118503
-4.58,5.68,1.95,3.040197707
-4.68,8.08,4.61,3.075276911
-6.04,7.75,3.56,3.110356116
-4.34,6.75,4.56,3.14543532
-6.18,7.83,4.92,3.180514524
-5.99,7.22,4.05,3.215593729
-5,7.28,5.81,3.250672933
-5.97,7.2,4.64,3.285752137
-4.51,5.78,9.16,3.320831342
-3.84,5.62,8.8,3.355910546
-0.38,4.41,9.29,3.39098975
-3.61,3.04,9.65,3.426068955
-4.73,4.54,4.49,3.461148159
-3.29,5,8.15,3.496227363
-2.87,3.97,5.35,3.531306567
-4.5,3.32,6.88,3.566385772
-4.42,4.18,8.87,3.601464976
-3.63,2.67,6.08,3.63654418
-4.79,3.05,6.36,3.671623385
-5.31,3.55,6.95,3.706702589
-4.33,6.52,7.1,3.741781793
-5.36,5.47,7.21,3.776860998
-5.58,4.8,7.62,3.811940202
-4.67,3.33,7.67,3.847019406
-2.95,3,8.28,3.882098611
-2.72,8.97,-3.45,0.415720633
-2.81,8.99,-3.39,0.45135383
-2.77,8.99,-3.38,0.486987027
-2.62,9.01,-3.28,0.522620224
-2.4,9.18,-3.04,0.558253421
-2.49,9.4,-3.37,0.593886618
-2.35,9.03,-3.26,0.629519815
-2.34,8.76,-3.01,0.665153013
-2.35,8.52,-2.9,0.70078621
-2.11,7.95,-2.9,0.736419407
-2.23,7.51,-2.71,0.772052604
-2.49,6.94,-2.06,0.807685801
-2.08,6.28,-2.33,0.843318998
-2.47,5.94,-2.02,0.878952195
-2.3,5.02,-1.67,0.914585392
-2.7,5.69,-1.41,0.950218589
-2.93,5.46,-1.7,0.985851786
-3.03,6.09,-2.3,1.021484984
-2.88,7.37,-1.56,1.057118181
-2.76,7.77,-3.04,1.092751378
-3.3,8.76,-2.98,1.128384575
-3.77,8.71,-2.53,1.164017772
-3.34,9.82,-2.81,1.199650969
-3.63,9.8,-1.6,1.235284166
-3.01,10.3,-3.12,1.270917363
-3.08,11.39,0.41,1.30655056
-3.18,12.07,1.39,1.342183757
-3.3,12.4,0.49,1.377816955
-0.63,15.56,2.42,1.413450152
-1.58,13.37,1.38,1.449083349
-1.8,12.39,1.08,1.484716546
-1.37,12.92,2.29,1.520349743
-1.95,11.7,2.05,1.55598294
-1.56,12.04,0.15,1.591616137
-2.39,12.43,-2.18,1.627249334
-2.61,14.07,-5.17,1.662882531
-2.12,13.39,7.98,1.698515728
-1.32,11.46,5.27,1.734148925
-1.54,9.58,4.54,1.769782123
-1.14,8.65,5.57,1.80541532
-0.52,8.86,3.29,1.841048517
0.5,9.24,2.33,1.876681714
0.11,8.14,2.73,1.912314911
-1.84,9.06,3.04,1.947948108
-1.58,10.03,1.14,1.983581305
-0.67,10.28,2.02,2.019214502
-1.87,9.21,2.36,2.054847699
-0.95,10.17,2,2.090480896
-1.14,10.76,2.37,2.126114094
-2.97,12.04,2.72,2.161747291
-1.98,10.28,3.32,2.197380488
-1.46,9.55,3.07,2.233013685
-2.35,10.43,3.23,2.268646882
-2.99,8.78,3.79,2.304280079
-1.86,10.45,3.5,2.339913276
-2,8.52,3.31,2.375546473
-4.11,9.48,4.37,2.41117967
-1.72,9.57,2.79,2.446812867
-4.8,8.62,3.1,2.482446065
-3.61,9.33,3.13,2.518079262
-2.81,9.52,3.24,2.553712459
-3.82,9,3.85,2.589345656
-3.67,8.85,3.19,2.624978853
-4.09,9.11,2.94,2.66061205
-4.33,8.84,2.55,2.696245247
-4.34,8.89,3.52,2.731878444
-4.34,8.68,3.03,2.767511641
-3.19,8.75,2.47,2.803144838
-4.95,8.89,4.85,2.838778036
-3.89,6.81,0.99,2.874411233
-2.88,9.27,4.72,2.91004443
-6.4,6.87,3.3,2.945677627
-3.75,8.92,4.88,2.981310824
-7.18,6.86,4.52,3.016944021
-3.68,8.06,3.16,3.052577218
-6.32,7.84,4.47,3.088210415
-5.45,8.64,4.42,3.123843612
-4.4,9.34,5.78,3.159476809
-5.27,8.27,5.23,3.195110007
-5.06,7.44,5.1,3.230743204
-4.71,7.73,5.18,3.266376401
-1.69,6,7.02,3.302009598
-4.93,7.03,13.12,3.337642795
-0.54,6.07,8.41,3.373275992
0.07,6.2,8.52,3.408909189
-3.38,7.41,4.1,3.444542386
-3.22,7.13,6.45,3.480175583
-2.73,5.84,7.65,3.51580878
-2.7,5.01,6.24,3.551441978
-1.46,3.48,5.65,3.587075175
-3.14,4.85,8.08,3.622708372
-2.5,4.22,7.4,3.658341569
-5.14,4.59,4.22,3.693974766
-5.16,7.35,4.56,3.729607963
-4,8.48,9.38,3.76524116
-3.9,6.64,11.07,3.800874357
-5.24,2.47,6.79,3.836507554
-5.83,3.46,6.9,3.872140751
-3.58,2.55,8.09,3.907773949
-4.02,1.99,10.44,3.943407146
-2.67,9.04,-3.79,0.412021469
-2.61,9.01,-3.79,0.447337595
-2.61,8.97,-3.85,0.482653721
-2.64,8.94,-3.87,0.517969847
-2.64,8.87,-4,0.553285973
-2.57,8.89,-3.85,0.588602099
-2.45,8.85,-3.84,0.623918225
-2.71,8.96,-3.54,0.659234351
-2.24,9.29,-3.07,0.694550477
-2.72,8.91,-3.83,0.729866603
-2.99,8.49,-4.23,0.765182729
-3.07,8.31,-3.82,0.800498855
-2.54,8.21,-3.63,0.835814981
-2.7,7.57,-3.54,0.871131107
-2.88,6.94,-2.8,0.906447233
-2.32,5.9,-2.8,0.941763359
-2.46,5.64,-2.55,0.977079485
-2.75,5.07,-2.18,1.012395611
-2.25,5.02,-2.48,1.047711737
-2.97,5.24,-2.31,1.083027863
-3.07,5.23,-2.57,1.118343989
-2.87,5.98,-2.38,1.153660115
-3.79,6.81,-3.08,1.188976241
-3.95,7.71,-2.98,1.224292366
-3.46,9.1,-2.76,1.259608492
-3.41,10.28,-3.32,1.294924618
-2.71,10.22,-3.16,1.330240744
-3.51,9.91,-2.24,1.36555687
-2.44,10.66,-1.55,1.400872996
-2.17,11.61,-0.97,1.436189122
-3.01,12.51,0.31,1.471505248
-4.12,13.42,1.51,1.506821374
-1.57,13.86,1.87,1.5421375
-3.08,12.41,1.44,1.577453626
-3.46,12.48,1.16,1.612769752
-2.15,12.76,2.82,1.648085878
-1.84,12.07,1.23,1.683402004
-1.58,10.96,0.81,1.71871813
-1.41,10.43,-0.06,1.754034256
0.93,11.19,-1.26,1.789350382
-2.8,14.27,-0.99,1.824666508
-2.63,12.83,6.77,1.859982634
-0.74,10.91,4.99,1.89529876
-1.8,9.06,5.93,1.930614886
-2.1,7.63,3.28,1.965931012
-1.01,7.8,3.31,2.001247138
-1.56,8.24,3.37,2.036563264
-2.01,9.62,2.06,2.071879389
-1.7,10.49,2.46,2.107195515
-1.82,10.95,3.14,2.142511641
-1.58,9.69,3.41,2.177827767
-3.46,11.03,3.45,2.213143893
-1.36,10.1,1.99,2.248460019
-3.33,10.1,2.53,2.283776145
-2.84,10.14,1.94,2.319092271
-2.54,8.44,4.4,2.354408397
-3.39,9.27,3.78,2.389724523
-3.32,8.18,3.12,2.425040649
-3.99,8.56,3.03,2.460356775
-3.28,9.02,3.79,2.495672901
-2.89,8.78,2.62,2.530989027
-4.72,8.88,3.17,2.566305153
-4.61,8.95,3.17,2.601621279
-4.28,9.15,3.15,2.636937405
-4.21,8.91,3.76,2.672253531
-4.88,8.98,2.91,2.707569657
-4.77,8.2,3.53,2.742885783
-4.2,7.95,4.11,2.778201909
-5.63,7.89,1.92,2.813518035
-3.12,7.81,2.6,2.848834161
-4.86,8.54,1.66,2.884150286
-3.66,8.98,2.68,2.919466412
-3.43,8.64,1.83,2.954782538
-4.93,7.61,2.06,2.990098664
-5.31,9.72,4.29,3.02541479
-5.13,9.09,3.63,3.060730916
-7.66,7.87,2.71,3.096047042
-3.59,8.65,5.33,3.131363168
-5.46,9.13,4.1,3.166679294
-4.67,6.86,3.66,3.20199542
-4.04,9.35,5.72,3.237311546
-7.01,7.16,2.41,3.272627672
-4.05,5.87,5.72,3.307943798
-3.57,5.91,14.47,3.343259924
-2.57,6.05,9.5,3.37857605
-2.68,6.79,4.97,3.413892176
-3.62,5.77,3.88,3.449208302
-3.35,6.46,7.95,3.484524428
-2.84,3.21,7.67,3.519840554
-3.06,3.86,4.74,3.55515668
-1.6,4.98,9.24,3.590472806
-1.2,3.58,9.59,3.625788932
-2.61,2.66,7.07,3.661105058
-4.27,3.99,6.42,3.696421183
-4.13,4.87,7.63,3.731737309
-6.21,4.93,6.72,3.767053435
-5.44,7.7,9.34,3.802369561
-3.62,4.55,7.6,3.837685687
-4.99,3.66,5.7,3.873001813
-5.86,2.92,5.61,3.908317939
-2.67,8.8,-4.13,0.416838191
-2.42,8.93,-4.29,0.452567179
-2.74,8.71,-4.17,0.488296166
-2.72,8.73,-3.63,0.524025154
-2.3,8.64,-3.76,0.559754142
-2.43,8.58,-4.02,0.59548313
-2.69,8.38,-4.37,0.631212117
-3,8.15,-4.43,0.666941105
-2.89,8.18,-4.33,0.702670093
-2.48,8.2,-4.1,0.738399081
-2.69,7.95,-3.82,0.774128069
-2.05,7.24,-3.36,0.809857056
-1.89,6.79,-3.13,0.845586044
-2.42,6.32,-2.81,0.881315032
-2.04,5.24,-3.15,0.91704402
-2.29,5.29,-2.91,0.952773007
-2.65,5.71,-2.27,0.988501995
-2.64,5.93,-2.89,1.024230983
-2.66,6.3,-2.01,1.059959971
-2.63,7.1,-1.82,1.095688959
-3.32,7.06,-3.02,1.131417946
-3.04,7.4,-2.74,1.167146934
-3.7,9,-2.87,1.202875922
-3.99,10.23,-3.27,1.23860491
-4.13,9.89,-3.82,1.274333898
-4.54,11.67,-1.22,1.310062885
-2.29,12.03,-2.31,1.345791873
-4.17,11.83,-2.82,1.381520861
-3.26,10.97,-1.25,1.417249849
-0.46,14.24,2.4,1.452978836
-3.94,12.07,0.53,1.488707824
-3,12.22,1.1,1.524436812
-1.64,13.08,2.26,1.5601658
-2.49,11.34,1.67,1.595894788
-1.08,11.97,3.68,1.631623775
-1.15,10.96,3.04,1.667352763
-2.13,10.2,3.35,1.703081751
-2.1,8.77,-1.62,1.738810739
-4.21,10.18,-12.84,1.774539726
0.27,15.56,10.11,1.810268714
1.64,11.81,5.58,1.845997702
-0.19,9.67,3.41,1.88172669
-1.37,7.46,4.15,1.917455678
-1.76,8.32,3.42,1.953184665
-1.58,9.75,2.81,1.988913653
-1.94,11.18,2.06,2.024642641
-2.45,11.21,3.26,2.060371629
-1.51,11.69,2.92,2.096100616
-1.43,9.67,3.24,2.131829604
-1.86,8.93,2.64,2.167558592
-2.37,10.63,1.77,2.20328758
-2.7,9.88,1.68,2.239016568
-1.73,9.57,1.94,2.274745555
-0.87,9.48,2.25,2.310474543
-1.88,9.36,3.47,2.346203531
-2.42,9.9,2.7,2.381932519
-2.5,9.47,2.36,2.417661506
-2.88,8.86,3.15,2.453390494
-3.12,9.36,3.63,2.489119482
-2.33,9.05,3.03,2.52484847
