		Ax		Ay		Az
0.0464320182800293		-2.66		9.27		-3.30
0.0464320182800293		-2.66		9.33		-3.33
0.093719482421875		-2.71		9.33		-3.39
0.10894083976745605		-2.71		9.32		-3.39
0.14023184776306152		-2.73		9.30		-3.31
0.15613222122192383		-2.75		9.22		-3.28
0.18709254264831543		-2.67		9.29		-3.33
0.2339797019958496		-2.73		9.23		-3.31
0.2652089595794678		-2.66		9.40		-3.38
0.2964627742767334		-2.56		9.41		-3.36
0.3123331069946289		-2.49		9.26		-3.41
0.35896873474121094		-2.48		9.40		-3.44
0.3902461528778076		-2.43		9.36		-3.59
0.43709421157836914		-2.17		9.04		-3.41
0.4840126037597656		-1.95		8.84		-3.28
0.5152359008789062		-1.86		8.86		-3.10
0.5465164184570312		-1.66		8.64		-3.22
0.5777690410614014		-1.18		8.45		-2.88
0.6089873313903809		-0.61		8.32		-2.64
0.62461256980896		-0.52		8.04		-2.98
0.6559014320373535		-0.46		7.97		-3.32
0.6871738433837891		-0.33		7.57		-2.86
0.7183737754821777		-0.44		6.73		-2.70
0.7652952671051025		-0.53		6.36		-2.83
0.7809193134307861		0.41		6.25		-2.82
0.812171220779419		0.09		6.66		-2.36
0.8590152263641357		0.19		6.91		-3.20
0.8746411800384521		0.16		7.49		-3.03
0.9058935642242432		-0.19		8.24		-2.44
0.937147855758667		-0.63		7.78		-1.48
0.9791414737701416		-0.15		8.53		-0.24
0.9958782196044922		1.15		9.58		0.02
1.0271306037902832		0.54		9.14		-0.91
1.058382511138916		1.52		8.75		-0.68
1.0740087032318115		2.28		9.40		-1.29
1.1209006309509277		1.99		9.09		-1.17
1.136657476425171		2.76		9.61		-1.07
1.183398723602295		2.89		9.57		-1.25
1.199068546295166		2.27		11.06		-0.19
1.2302753925323486		2.85		11.60		0.16
1.2771577835083008		2.65		11.77		-0.19
1.308410406112671		2.03		13.21		-0.89
1.3396635055541992		3.53		13.63		-0.53
1.3865444660186768		0.82		13.59		2.53
1.4334235191345215		-1.68		12.55		1.28
1.4803032875061035		0.79		10.35		0.30
1.5271837711334229		-0.84		12.03		-2.24
1.5584375858306885		0.48		11.72		-4.33
1.5896894931793213		5.10		16.04		-5.54
1.6209452152252197		0.24		11.10		-0.24
1.6521971225738525		-4.25		11.64		2.51
1.6834511756896973		-0.14		11.61		3.17
1.7147040367126465		-0.86		13.67		-1.84
1.7459568977355957		2.41		13.64		-2.31
1.761653184890747		0.87		10.68		-3.09
1.7928717136383057		0.16		12.19		-2.21
1.8240888118743896		1.00		8.82		-0.66
1.8553431034088135		-0.23		10.56		-1.36
1.8865976333618164		-0.36		9.22		-2.68
1.9022338390350342		-0.78		9.47		-2.26
1.9335122108459473		-2.34		10.55		-1.56
1.972191333770752		-0.17		10.47		-2.94
1.994896411895752		-1.41		10.01		-2.47
2.0261728763580322		-0.40		10.03		-3.84
2.0417733192443848		-1.23		10.63		-2.22
2.073030948638916		-1.59		9.48		-4.85
2.1042823791503906		-0.65		9.40		-2.99
2.1511619091033936		-3.22		9.94		-4.89
2.1668174266815186		-0.91		10.32		-3.89
2.1980419158935547		-2.65		9.13		-5.74
2.229295253753662		-3.20		10.28		-6.39
2.260549783706665		-4.36		8.62		-1.91
2.291825294494629		-2.81		7.94		4.15
2.3230791091918945		-6.85		8.35		-2.04
2.354332447052002		-4.01		7.83		-5.25
2.3855607509613037		-6.62		7.01		-2.07
2.4168155193328857		-8.76		6.86		1.27
2.4480912685394287		-7.51		7.05		-0.23
2.4793219566345215		-7.34		5.56		-2.23
2.51057505607605		-8.10		5.13		-2.73
2.5418522357940674		-8.28		4.92		-0.15
2.573105812072754		-8.87		3.51		1.83
2.6043591499328613		-9.57		2.83		0.46
2.635615587234497		-10.34		4.33		-1.29
2.682492256164551		-8.60		3.84		0.76
2.6980960369110107		-8.11		4.12		3.99
2.729349136352539		-8.34		3.36		3.00
2.760601282119751		-9.38		2.53		-1.39
2.7918787002563477		-9.27		1.70		0.21
2.8075053691864014		-9.71		0.21		1.91
2.8543848991394043		-10.28		-0.60		1.42
2.8856420516967773		-12.04		-1.35		3.56
2.9168965816497803		-12.57		-1.13		3.76
2.9481213092803955		-11.28		0.85		1.44
2.987417221069336		-8.79		1.57		-0.67
3.0063626766204834		-6.69		2.61		-0.50
3.037581205368042		-7.79		0.04		0.34
3.0688722133636475		-8.25		-1.60		0.46
3.1000888347625732		-9.80		-0.88		2.41
3.131387233734131		-10.21		1.01		3.39
3.162630558013916		-9.07		1.57		6.50
3.193883180618286		-10.04		-0.82		6.09
3.22513747215271		-8.63		1.63		5.75
3.256389856338501		-7.93		3.13		4.81
3.3188693523406982		-9.77		0.95		3.61
3.3344874382019043		-10.72		-0.06		2.02
3.3657400608062744		-10.20		1.21		2.08
3.397033214569092		-9.80		0.23		2.51
3.428283452987671		-9.64		0.06		1.90
3.4907913208007812		-9.46		0.00		1.03
3.5220069885253906		-9.89		0.05		1.06
3.5532965660095215		-9.95		-0.14		1.32
3.5845303535461426		-9.97		0.14		2.22
3.61576771736145		-9.80		0.36		2.36
3.6314315795898438		-9.69		0.61		2.37
3.662646532058716		-9.66		0.64		2.23
3.6938982009887695		-9.81		0.40		2.01
