		Ax		Ay		Az
0.06220102310180664		-4.00		10.06		-2.47
0.06220102310180664		-4.14		9.94		-2.14
0.07786083221435547		-3.82		9.31		-1.81
0.07786083221435547		-3.72		9.43		-1.48
0.09365534782409668		-3.63		9.36		-1.59
0.10913562774658203		-3.52		8.92		-1.49
0.1405625343322754		-3.43		8.41		-1.84
0.1715850830078125		-3.32		8.55		-2.17
0.21535277366638184		-3.10		9.18		-2.58
0.23128795623779297		-3.05		9.49		-2.75
0.27822184562683105		-2.42		9.23		-2.43
0.3094048500061035		-1.39		9.96		-2.12
0.3405876159667969		-0.46		9.74		-2.04
0.3872487545013428		0.53		9.05		-1.11
0.4185011386871338		1.23		8.45		-0.28
0.4497692584991455		1.53		8.21		-1.06
0.48103833198547363		0.73		7.97		-1.60
0.5122592449188232		-0.48		6.74		-2.00
0.5435137748718262		-0.25		6.80		-2.25
0.574805498123169		-0.18		7.00		-2.00
0.6060194969177246		-0.24		7.35		-1.88
0.637272834777832		0.50		6.81		-2.01
0.6685271263122559		0.19		7.52		-1.23
0.6997790336608887		0.38		7.31		-1.34
0.7310335636138916		0.73		8.18		-2.14
0.7622861862182617		1.40		9.13		-2.22
0.7935726642608643		1.07		9.05		-1.95
0.8091998100280762		1.18		9.45		-2.38
0.8404548168182373		1.61		10.48		-1.76
0.8716764450073242		0.95		9.63		-1.12
0.9029254913330078		0.93		10.26		-0.64
0.9498074054718018		1.23		11.43		-2.48
0.9810588359832764		1.48		10.17		-1.23
1.012312412261963		0.98		8.75		-1.59
1.043602705001831		0.59		9.64		-0.23
1.0748538970947266		1.08		10.82		1.46
1.1061100959777832		1.33		11.10		1.03
1.1373240947723389		1.84		12.33		-0.04
1.168619155883789		2.06		12.70		1.38
1.202294111251831		2.11		12.57		1.93
1.2260522842407227		2.72		13.28		0.87
1.2573060989379883		1.09		13.11		3.22
1.2729508876800537		-0.27		10.12		2.37
1.319812297821045		1.86		13.12		-0.90
1.3510656356811523		1.77		9.28		0.58
1.3666925430297852		0.52		9.41		-0.92
1.3979814052581787		1.07		9.11		-5.78
1.4448256492614746		5.33		7.07		-5.27
1.5073308944702148		3.19		14.24		-3.75
1.5542113780975342		2.24		11.24		4.82
1.5854673385620117		2.37		16.23		2.95
1.616720199584961		3.28		15.74		-1.71
1.647972822189331		-0.44		13.01		-9.17
1.6636009216308594		-0.87		9.74		3.99
1.6948585510253906		-0.99		11.39		-0.72
1.7261061668395996		1.31		9.82		-2.30
1.7573938369750977		-3.70		10.12		-0.04
1.7730202674865723		-2.50		9.47		-2.26
1.8042378425598145		-0.34		10.11		-0.97
1.835493564605713		-0.45		9.48		-3.03
1.8667449951171875		-2.11		9.88		-2.82
1.8824076652526855		-1.12		9.89		-2.27
1.9136264324188232		0.38		11.69		-3.01
1.9448795318603516		-1.20		8.18		-4.68
1.9761321544647217		-2.95		9.49		-2.37
2.00738525390625		-1.97		8.81		-5.92
2.0386745929718018		-3.15		10.84		-5.21
2.0699312686920166		1.37		12.21		-2.58
2.1011457443237305		-2.85		11.27		-0.69
2.13240647315979		-1.30		11.73		-5.20
2.163652181625366		-1.78		6.23		-0.57
2.194906711578369		-7.78		9.21		-4.69
2.2216479778289795		-5.23		9.65		-1.25
2.2529053688049316		-5.15		8.81		-3.27
2.2841570377349854		-7.64		9.79		-2.89
2.315410614013672		-7.88		8.40		-2.76
2.3623251914978027		-6.00		4.75		-0.98
2.39357590675354		-7.13		2.78		-0.48
2.4248297214508057		-7.75		3.01		-0.63
2.4560840129852295		-9.34		2.58		-1.91
2.4873011112213135		-8.72		2.76		-2.10
2.518594264984131		-7.46		2.51		-2.53
2.549808979034424		-8.39		1.76		0.47
2.59671950340271		-9.60		1.34		3.35
2.6279799938201904		-8.13		4.02		1.27
2.643604278564453		-8.95		3.24		-4.17
2.6904892921447754		-11.89		2.41		-2.30
2.7060763835906982		-10.27		3.54		2.72
2.73732852935791		-8.43		1.06		-0.47
2.76861572265625		-9.87		0.65		3.11
2.7998359203338623		-8.01		1.37		5.03
2.8310892581939697		-10.84		2.26		0.47
2.8623769283294678		-12.33		0.71		-0.77
2.893629550933838		-10.32		1.27		0.50
2.924884080886841		-8.54		2.58		2.40
2.9561409950256348		-10.06		0.34		2.17
2.987398624420166		-9.28		1.34		1.90
3.0186119079589844		-10.14		1.60		1.92
3.0498971939086914		-9.96		0.86		1.28
3.0655293464660645		-9.38		1.69		4.27
3.0967772006988525		-8.93		2.35		3.92
3.1280360221862793		-9.45		-0.60		1.85
3.1592836380004883		-9.57		-2.21		1.82
3.1905417442321777		-8.37		0.71		2.32
3.2329294681549072		-9.42		-0.85		2.83
3.2641937732696533		-9.78		0.67		3.53
3.2954349517822266		-9.53		0.13		5.49
3.3267226219177246		-9.87		0.19		5.05
3.357975721359253		-9.06		0.56		3.43
3.389207124710083		-8.97		-0.20		3.78
3.4204483032226562		-9.98		-0.52		2.10
3.436075448989868		-8.86		0.68		5.41
3.467369318008423		-9.89		-0.20		6.14
3.4985811710357666		-9.59		0.39		5.26
3.5767464637756348		-9.12		-0.56		2.17
3.6079671382904053		-9.11		-0.68		0.61
3.6392552852630615		-9.02		-2.30		0.79
3.6705222129821777		-10.01		0.21		0.59
3.701746940612793		-10.51		-0.52		0.75
3.7173547744750977		-11.04		-0.28		0.30
