		Ax		Ay		Az
0.06224632263183594		-2.14		9.41		-3.57
0.07787322998046875		-2.17		9.45		-3.66
0.07787322998046875		-2.18		9.54		-3.70
0.07787322998046875		-2.15		9.42		-3.73
0.09386324882507324		-2.13		9.44		-3.70
0.14079999923706055		-2.10		9.35		-3.63
0.17470097541809082		-2.07		9.34		-3.68
0.19858121871948242		-2.12		9.31		-3.69
0.21443462371826172		-2.08		9.26		-3.66
0.2767205238342285		-2.02		9.22		-3.72
0.2923924922943115		-2.02		9.35		-3.86
0.3080573081970215		-2.00		9.28		-3.80
0.3395657539367676		-2.06		9.16		-3.76
0.38609814643859863		-2.04		9.21		-3.76
0.43297815322875977		-2.02		9.25		-3.70
0.46425700187683105		-1.95		9.34		-3.70
0.4798767566680908		-1.98		9.38		-3.75
0.526740312576294		-1.99		9.33		-3.80
0.558020830154419		-1.91		9.29		-3.78
0.5892813205718994		-1.87		9.36		-3.57
0.6205005645751953		-1.75		9.54		-3.60
0.651787519454956		-1.54		9.74		-3.81
0.6830182075500488		-1.61		8.83		-3.75
0.7142608165740967		-0.77		8.53		-3.72
0.7455151081085205		-0.76		8.62		-3.02
0.7768027782440186		-0.54		8.66		-3.39
0.808056116104126		0.04		8.82		-2.98
0.8393099308013916		0.53		8.65		-2.21
0.8705692291259766		0.46		7.83		-2.21
0.9017772674560547		0.51		7.00		-2.32
0.9330322742462158		0.14		6.22		-1.88
0.964285135269165		0.86		6.31		-2.40
0.9955766201019287		0.80		7.36		-2.33
1.0268313884735107		0.48		7.47		-2.11
1.0580832958221436		0.57		7.67		-2.09
1.0892977714538574		0.05		7.43		-2.92
1.104926347732544		0.06		7.75		-3.24
1.1361851692199707		0.09		9.03		-2.98
1.1895091533660889		-0.04		8.99		-3.43
1.210270643234253		0.40		8.25		-2.70
1.241556167602539		1.36		7.78		-1.10
1.2727727890014648		1.49		10.31		-1.69
1.304065465927124		1.87		10.07		-1.62
1.335280179977417		2.54		9.39		-0.59
1.3665399551391602		2.20		10.30		0.67
1.3978359699249268		2.62		10.96		-0.38
1.4290766716003418		1.01		10.21		-0.88
1.47593092918396		2.94		11.97		-1.79
1.5228033065795898		1.83		11.02		-2.55
1.569718360900879		0.96		10.54		-0.43
