		Ax		Ay		Az
0.0		-2.25		9.34		-3.68
0.06250715255737305		-2.17		9.37		-3.69
0.07813334465026855		-2.17		9.23		-3.72
0.09375786781311035		-2.15		9.23		-3.71
0.12528562545776367		-2.10		9.30		-3.79
0.17189407348632812		-2.16		9.29		-3.97
0.18779873847961426		-2.18		9.26		-3.98
0.2187793254852295		-2.15		9.22		-3.93
0.2500269412994385		-2.20		9.05		-3.79
0.28135180473327637		-2.21		9.14		-3.78
0.3125338554382324		-2.15		9.35		-3.83
0.3597729206085205		-2.15		9.35		-3.97
0.37503743171691895		-2.22		9.38		-3.83
0.42194628715515137		-2.05		9.69		-3.85
0.4532032012939453		-1.95		9.47		-3.69
0.4844207763671875		-1.84		9.08		-3.73
0.5156736373901367		-1.38		8.57		-3.60
0.5469620227813721		-0.95		8.58		-2.77
0.5782170295715332		-0.87		8.90		-2.93
0.6094346046447754		-0.73		9.09		-3.78
0.6406881809234619		-0.37		8.96		-3.71
0.6825897693634033		-0.26		8.50		-3.20
0.7138793468475342		-0.28		7.94		-2.97
0.7451436519622803		0.22		7.35		-2.55
0.7763493061065674		0.30		7.06		-2.04
0.7919769287109375		0.25		6.23		-2.07
0.8388557434082031		0.59		6.34		-1.77
0.8701474666595459		0.81		5.96		-1.32
0.9013676643371582		0.52		6.25		-2.13
0.9169907569885254		0.46		7.69		-2.95
0.9482436180114746		0.97		8.00		-2.29
0.9951226711273193		0.89		7.85		-2.22
1.0263786315917969		0.09		8.97		-2.34
1.0420053005218506		0.10		9.29		-2.20
1.073256015777588		0.52		9.24		-1.77
1.1045091152191162		1.67		8.35		-1.12
1.1357622146606445		2.64		8.29		0.50
1.1670517921447754		2.10		9.97		-0.82
1.1983044147491455		4.05		11.79		-1.37
1.2295591831207275		3.53		8.76		0.84
1.2608189582824707		3.23		10.68		-0.37
1.2920286655426025		4.25		12.40		-2.11
1.3232817649841309		4.73		12.60		0.85
1.3545358180999756		3.69		13.34		1.19
1.385788917541504		1.27		15.51		2.35
1.4170784950256348		-0.09		11.97		-0.77
1.448349952697754		0.86		10.23		1.25
1.496295690536499		-0.88		10.27		3.06
1.5469391345977783		0.32		8.45		1.38
1.5781950950622559		-0.31		7.71		-4.60
1.609447956085205		-1.15		8.16		-10.49
1.6407363414764404		6.48		19.38		8.16
1.6563720703125		3.19		8.77		-6.23
1.682649850845337		-2.09		15.97		6.07
1.7139408588409424		-0.61		17.92		3.60
1.74515700340271		2.86		15.12		-11.47
1.7764122486114502		-0.09		8.48		1.57
1.807666540145874		-0.53		11.81		-1.75
1.8232934474945068		1.27		9.08		-2.90
1.8545799255371094		-2.71		8.99		-0.82
1.8858342170715332		-2.46		9.48		-2.77
1.9170560836791992		-1.04		10.06		-3.63
1.948305368423462		0.01		10.08		-1.38
1.979593276977539		-3.01		10.38		-0.70
2.010822057723999		0.86		10.64		-3.67
2.042099952697754		-1.56		9.29		-2.43
2.0733530521392822		-2.31		11.16		-3.41
2.1202359199523926		-2.80		9.99		-0.39
2.135826349258423		1.05		9.42		-7.04
2.1671128273010254		-4.61		10.18		-3.31
2.213956356048584		-4.69		9.58		1.57
2.229588270187378		-4.68		8.35		-4.14
2.2608728408813477		-2.02		9.66		-4.26
2.3077189922332764		-1.35		10.28		-4.15
2.3233842849731445		-4.51		9.45		-3.80
2.3545968532562256		-11.91		11.16		-1.56
2.3858821392059326		-3.79		6.37		0.89
2.4171040058135986		-7.89		7.43		-2.46
2.4483563899993896		-7.70		7.90		-3.09
2.4952361583709717		-5.77		4.98		-3.36
2.5110106468200684		-6.49		6.96		0.66
2.6046628952026367		-7.53		6.78		-2.96
2.6358773708343506		-7.09		6.33		-1.13
2.651502847671509		-8.01		3.89		5.28
2.6933157444000244		-9.58		5.37		2.47
2.7089414596557617		-9.29		4.56		-2.96
2.740222454071045		-8.83		3.40		-0.88
2.7714738845825195		-9.02		3.51		1.83
2.8027303218841553		-8.63		3.56		2.95
2.818317413330078		-9.46		3.66		0.93
2.8496103286743164		-11.26		5.00		-0.21
2.8808608055114746		-11.66		4.77		2.73
2.912113904953003		-9.48		2.36		2.16
2.9433786869049072		-11.52		-2.19		2.02
2.974621534347534		-10.28		-4.39		1.45
3.005876302719116		-8.32		-3.73		-1.41
3.0214667320251465		-5.49		-2.72		-1.43
3.0527560710906982		-5.41		-2.76		-0.58
3.0840072631835938		-7.17		-1.01		3.70
3.1152617931365967		-5.70		0.05		5.05
3.1465137004852295		-5.75		1.43		4.59
3.177769660949707		-6.68		0.40		2.55
3.2089853286743164		-7.51		1.14		2.89
3.2402756214141846		-11.15		1.84		6.17
3.2715275287628174		-17.41		4.59		8.96
3.3027827739715576		-13.86		6.00		1.95
3.3340327739715576		-7.49		2.87		5.77
3.365251302719116		-5.82		0.74		5.20
3.396507501602173		-7.27		-0.36		3.52
3.4277632236480713		-8.09		1.48		3.64
3.459052324295044		-9.88		1.96		4.02
3.4902663230895996		-11.09		1.54		3.53
3.5527713298797607		-9.83		1.14		3.33
3.5840368270874023		-8.39		0.96		3.33
3.5996875762939453		-8.33		0.73		3.66
3.6309423446655273		-9.31		1.01		3.51
3.666740894317627		-9.78		1.41		3.48
3.6894922256469727		-9.25		1.66		3.70
3.7207486629486084		-8.85		1.53		3.92
3.736342430114746		-8.76		1.67		3.89
3.7676262855529785		-9.21		1.42		3.82
3.7988455295562744		-9.31		1.16		3.71
3.830097198486328		-9.24		1.25		3.68
3.861349105834961		-9.09		1.33		3.77
3.892603635787964		-9.13		1.39		3.72
3.9238924980163574		-9.10		1.48		3.64
3.955146312713623		-9.18		1.39		3.63
3.9863996505737305		-9.21		1.37		3.72
4.033245086669922		-9.13		1.38		3.61
4.064495801925659		-9.20		1.27		3.59
4.080159902572632		-9.21		1.33		3.70
4.111414909362793		-9.13		1.41		3.69
4.142669916152954		-9.14		1.42		3.57
