		Ax		Ay		Az
0.01562976837158203		-2.58		9.25		-3.31
0.0312504768371582		-2.68		9.30		-3.34
0.07813382148742676		-2.62		9.43		-3.30
0.09392523765563965		-2.61		9.40		-3.26
0.10973453521728516		-2.72		9.22		-3.43
0.14083600044250488		-2.83		9.18		-3.35
0.17189502716064453		-2.85		9.31		-3.29
0.20342159271240234		-2.85		9.49		-3.27
0.23455047607421875		-2.88		9.43		-3.26
0.2657036781311035		-2.87		9.46		-3.34
0.2972884178161621		-2.78		9.43		-3.31
0.3285231590270996		-2.76		9.43		-3.30
0.35964250564575195		-2.73		9.45		-3.51
0.42191648483276367		-2.66		9.46		-3.43
0.45316648483276367		-2.61		9.39		-3.52
0.4687938690185547		-2.55		9.40		-3.54
0.5000467300415039		-2.40		9.46		-3.61
0.5313000679016113		-2.47		9.24		-3.43
0.5625510215759277		-2.33		9.32		-3.57
0.5938053131103516		-2.33		9.13		-3.48
0.6250584125518799		-2.25		9.26		-3.59
0.6681458950042725		-2.24		9.13		-3.57
0.6995048522949219		-2.03		8.76		-3.31
0.7306551933288574		-0.54		8.52		-2.71
0.7619421482086182		0.36		8.67		-1.30
0.7931983470916748		-0.39		8.20		-1.88
0.8244490623474121		0.39		8.33		-3.12
0.8557043075561523		0.56		8.07		-2.73
0.8869562149047852		0.35		6.95		-1.81
0.9181733131408691		0.91		6.34		-1.78
0.9338030815124512		1.01		5.94		-1.82
0.9963071346282959		0.92		6.40		-1.51
1.027597427368164		1.47		6.87		-2.32
1.0588123798370361		0.74		7.00		-2.15
1.074446678161621		0.72		7.98		-2.92
1.1057331562042236		0.51		8.73		-3.05
1.136946439743042		1.06		8.87		-2.79
1.1681995391845703		1.77		9.45		-1.78
1.1838302612304688		1.95		9.24		-1.97
1.2150812149047852		2.15		8.23		-1.22
1.2463338375091553		2.80		9.47		-0.20
1.2776238918304443		1.83		10.68		-2.74
1.3088750839233398		2.55		10.02		-1.44
1.3401288986206055		4.05		9.88		0.06
1.3713479042053223		2.86		9.95		-0.36
1.402637004852295		2.81		13.02		-1.94
1.4338576793670654		3.01		13.84		-1.43
1.4651057720184326		2.20		11.69		-0.44
