		Ax		Ay		Az
0.015598058700561523		-2.30		9.39		-3.43
0.03122544288635254		-2.26		9.42		-3.36
0.07810068130493164		-2.28		9.37		-3.45
0.07810068130493164		-2.25		9.39		-3.50
0.10966968536376953		-2.28		9.41		-3.36
0.14061832427978516		-2.23		9.44		-3.41
0.20311880111694336		-2.26		9.24		-3.29
0.21874523162841797		-2.25		9.39		-3.35
0.23463821411132812		-2.17		9.33		-3.37
0.26589345932006836		-2.28		9.36		-3.38
0.29688286781311035		-2.19		9.47		-3.46
0.32842540740966797		-2.27		9.45		-3.47
0.3593878746032715		-2.24		9.38		-3.45
0.3906397819519043		-2.20		9.38		-3.25
0.4531869888305664		-2.19		9.43		-3.25
0.5000524520874023		-2.21		9.42		-3.40
0.5312831401824951		-2.05		9.39		-3.35
0.5468978881835938		-1.93		9.10		-3.24
0.5781509876251221		-1.83		9.69		-3.32
0.6094043254852295		-1.55		9.34		-3.26
0.6380372047424316		-1.10		9.04		-2.93
0.6692917346954346		-0.52		8.45		-2.52
0.7005445957183838		0.07		7.94		-1.90
0.7317986488342285		-0.58		7.16		-2.03
0.7630517482757568		0.02		6.80		-2.33
0.7943401336669922		0.88		6.05		-1.88
0.8255932331085205		0.02		5.82		-1.84
0.8568136692047119		0.42		6.32		-2.67
0.8880670070648193		0.99		7.25		-2.77
0.919318437576294		0.12		8.37		-2.76
0.9505712985992432		1.10		8.16		-3.42
0.9818601608276367		1.60		8.20		-2.27
1.0130903720855713		1.32		7.82		-2.07
1.0443315505981445		1.74		8.80		-4.17
1.075585126876831		2.06		9.38		-2.49
1.1068379878997803		2.53		8.86		-2.51
1.1380915641784668		2.80		9.63		-2.22
1.1693449020385742		2.27		9.78		-2.87
1.2005984783172607		2.75		9.25		-1.71
1.2318518161773682		3.55		9.21		-0.73
1.2474782466888428		2.44		10.28		-2.21
1.2944107055664062		3.50		11.68		-2.40
1.309985637664795		3.51		10.86		-0.56
1.341238260269165		2.82		10.81		-0.52
1.372556447982788		2.62		12.81		-1.39
1.4037439823150635		2.80		13.03		-0.18
1.435032606124878		2.29		11.74		0.34
1.4662508964538574		1.51		11.00		1.59
1.5131301879882812		0.79		10.84		1.46
1.5600104331970215		0.24		11.57		3.00
1.6068909168243408		-0.21		10.84		1.55
1.6371948719024658		-0.14		10.95		2.38
1.6684482097625732		-0.06		10.66		2.50
1.699700117111206		-2.16		10.72		1.06
1.7309539318084717		-1.29		8.03		-4.96
1.762206792831421		2.72		12.40		2.17
1.777834177017212		9.03		13.58		1.89
1.8090870380401611		1.16		10.27		-3.27
1.8403403759002686		-0.41		14.05		4.29
1.871619462966919		-2.43		12.50		4.51
