		Ax		Ay		Az
0.030910730361938477		-1.93		9.29		-3.98
0.07779121398925781		-1.91		9.18		-3.89
0.09341716766357422		-1.89		9.14		-3.77
0.15592360496520996		-1.86		9.15		-3.76
0.15592360496520996		-1.96		9.13		-3.93
0.17170977592468262		-1.94		9.29		-4.00
0.20287013053894043		-1.99		9.13		-4.04
0.22992277145385742		-1.96		9.14		-4.13
0.2614748477935791		-1.98		9.00		-4.10
0.29251813888549805		-2.02		9.01		-4.17
0.32390379905700684		-2.18		8.87		-4.25
0.3550879955291748		-2.28		8.58		-4.42
0.3861968517303467		-2.55		8.68		-4.19
0.4330015182495117		-2.33		9.31		-4.04
0.4955470561981201		-2.46		9.46		-3.82
0.5267603397369385		-2.54		9.70		-3.80
0.5423851013183594		-2.18		9.86		-3.93
0.5736415386199951		-2.17		9.35		-3.67
0.604928731918335		-2.05		8.54		-3.59
0.6361656188964844		-1.93		7.99		-3.37
0.6674356460571289		-1.52		7.48		-3.16
0.6986904144287109		-1.48		7.07		-2.67
0.7299413681030273		-1.32		7.12		-2.44
0.7611966133117676		-1.64		6.51		-1.98
0.8080399036407471		-1.66		5.77		-1.80
0.8392915725708008		-1.65		5.69		-2.15
0.8705573081970215		-1.89		6.70		-3.53
0.8862185478210449		-1.65		7.12		-4.36
0.917426586151123		-1.17		7.29		-3.87
0.9487178325653076		-0.66		7.67		-2.82
0.9799685478210449		0.08		8.28		-2.65
1.011211633682251		0.73		8.29		-3.23
1.0424392223358154		0.27		7.87		-3.26
1.0736908912658691		1.38		8.45		-3.26
1.1049466133117676		3.10		8.04		-3.21
1.1361980438232422		3.46		9.41		-4.06
1.1674926280975342		4.33		11.61		-3.88
1.1987433433532715		2.69		10.68		-3.12
1.241265058517456		2.79		12.61		-3.58
1.2725551128387451		2.96		14.83		-5.10
1.3037714958190918		2.16		14.66		-3.74
1.3350377082824707		2.40		13.71		-3.60
1.350651502609253		4.18		14.18		-3.54
1.3819024562835693		4.17		13.40		-2.59
1.4131555557250977		6.15		13.43		-1.48
1.4600369930267334		6.10		12.48		-0.63
1.4756622314453125		7.33		10.75		-2.91
1.5381689071655273		7.89		9.34		-4.84
1.5694241523742676		6.62		7.01		-5.55
1.6163387298583984		4.27		4.60		-2.74
1.6319336891174316		4.83		5.66		-2.04
1.663219928741455		5.55		5.02		-2.54
1.694472074508667		4.53		6.81		-4.17
1.725689172744751		4.00		6.98		-4.49
1.7413153648376465		2.59		7.16		-3.61
1.7726075649261475		-0.03		9.12		-2.33
1.8038249015808105		-1.79		9.63		-1.88
1.8350846767425537		-0.31		10.30		-3.37
1.866330623626709		1.51		11.26		0.75
1.8819961547851562		-0.94		11.55		0.10
