		Ax		Ay		Az
0.0288999080657959		-1.91		9.24		-3.57
0.0288999080657959		-1.88		9.26		-3.57
0.06016039848327637		-1.88		9.25		-3.63
0.07578778266906738		-1.92		9.29		-3.66
0.10704159736633301		-1.82		9.42		-3.72
0.12281966209411621		-1.93		9.35		-3.76
0.15395402908325195		-1.98		9.35		-3.75
0.20083189010620117		-1.90		9.31		-3.60
0.21676850318908691		-1.95		9.31		-3.58
0.24800992012023926		-1.94		9.41		-3.52
0.3102264404296875		-2.03		9.48		-3.56
0.3102264404296875		-2.06		9.41		-3.62
0.3416569232940674		-1.99		9.32		-3.55
0.3883187770843506		-1.96		9.23		-3.60
0.41959619522094727		-1.83		9.70		-3.64
0.4508180618286133		-1.64		9.77		-3.60
0.4820713996887207		-1.59		9.50		-3.62
0.513343334197998		-1.60		9.25		-3.67
0.5445802211761475		-0.91		9.39		-3.90
0.5758953094482422		-0.10		9.04		-3.39
0.6070911884307861		1.19		8.60		-2.90
0.6383543014526367		1.06		7.69		-2.04
0.6696395874023438		1.03		7.19		-2.15
0.7008810043334961		1.59		6.48		-2.08
0.7321343421936035		2.29		5.63		-1.06
0.763392448425293		2.18		4.40		-1.80
0.7946405410766602		2.20		5.36		-2.17
0.8258993625640869		1.65		5.26		-3.55
0.8571124076843262		0.94		5.96		-3.97
0.8883662223815918		0.86		7.48		-4.13
0.9196224212646484		0.90		7.53		-2.74
0.9665007591247559		0.76		7.82		-2.67
0.9977819919586182		1.14		10.20		-3.01
1.041053056716919		1.42		11.74		-2.29
1.0724339485168457		2.08		9.17		-0.24
1.0879321098327637		2.12		8.54		2.55
1.1191861629486084		3.79		12.71		-0.90
1.1504392623901367		4.77		10.87		-1.78
1.1816942691802979		3.35		10.07		0.20
1.1973206996917725		3.11		10.71		-1.12
1.2286098003387451		2.70		12.50		-1.56
1.2598636150360107		3.73		12.35		1.03
1.2910785675048828		3.02		12.00		1.40
1.3223731517791748		3.36		13.07		-0.59
1.3535857200622559		3.35		12.83		2.52
1.4004664421081543		3.04		12.29		2.14
1.4473443031311035		1.93		9.94		0.26
1.4942255020141602		1.80		9.95		2.15
1.5254790782928467		2.95		10.42		2.34
1.556732416152954		1.94		8.97		1.30
1.587984323501587		-0.43		8.25		-1.50
1.6192395687103271		0.02		11.88		0.49
1.6348669528961182		-0.36		5.89		-0.71
1.6661195755004883		2.55		13.02		4.16
1.6973719596862793		4.13		11.02		-1.87
1.7286608219146729		-1.01		8.51		-3.17
1.7442872524261475		4.47		13.94		2.91
1.775505781173706		1.38		11.10		0.13
1.806793451309204		1.35		13.38		-1.14
1.8224337100982666		2.65		13.74		0.51
1.853640079498291		1.08		11.58		-5.80
1.884892225265503		4.31		11.69		0.28
1.9161453247070312		-0.99		9.11		-1.51
1.9474372863769531		-1.98		9.91		-1.29
1.9630622863769531		0.95		10.04		-2.08
1.9943163394927979		-0.43		10.41		-2.34
2.0362489223480225		-1.41		9.91		-3.68
2.067504405975342		0.19		9.47		-0.74
2.09875750541687		-1.26		9.90		-3.43
2.1300482749938965		1.61		8.61		-5.66
2.161264181137085		-2.15		10.36		-1.84
2.192553997039795		2.17		10.61		-4.67
2.255065441131592		0.84		7.74		-6.76
2.28631329536438		-3.97		10.56		-2.27
2.317532777786255		-4.93		11.31		1.37
2.3331942558288574		1.48		8.21		-6.78
2.364410877227783		-2.40		7.57		-6.56
2.3956644535064697		-5.19		9.52		-2.96
2.4269518852233887		-3.17		9.38		1.59
2.4581713676452637		-4.41		7.91		-6.43
2.4737966060638428		-7.06		6.74		-0.47
2.505079507827759		-8.88		6.21		-4.46
2.536304235458374		-5.39		3.98		-7.63
2.5675597190856934		-6.70		5.97		-3.34
2.5988121032714844		-8.01		6.01		-3.47
2.630063772201538		-5.25		3.00		-7.45
2.6613519191741943		-4.71		1.01		-6.04
2.7082340717315674		-10.99		5.62		-4.43
2.739485740661621		-8.06		4.84		-4.91
2.755117893218994		-7.82		4.84		-2.06
2.786364793777466		-8.58		4.49		-0.28
2.8175840377807617		-7.95		4.28		-0.86
2.8957180976867676		-7.79		2.74		-0.17
2.926971435546875		-9.58		2.42		-0.98
2.964052677154541		-10.20		3.17		0.10
2.978419303894043		-11.46		4.18		3.45
3.0205276012420654		-10.97		1.80		2.74
3.039271831512451		-9.73		-0.60		3.03
3.0705249309539795		-9.80		-2.39		0.51
3.1018240451812744		-10.24		-2.58		2.24
3.1174049377441406		-7.46		0.10		3.22
3.1486949920654297		-5.28		0.42		1.19
3.1799511909484863		-9.06		-0.15		2.53
3.2112011909484863		-8.77		1.34		6.51
3.226795196533203		-10.83		2.62		9.04
3.2580819129943848		-12.13		1.83		4.78
3.2892990112304688		-12.06		3.48		0.78
3.3205907344818115		-7.94		3.18		5.17
3.351804256439209		-6.28		2.17		5.87
3.3830575942993164		-6.24		0.55		5.00
3.414346933364868		-7.23		0.38		4.50
3.4456005096435547		-9.25		1.36		3.52
3.4768552780151367		-11.61		1.66		0.67
3.523736000061035		-9.83		2.83		3.45
3.554953098297119		-8.13		2.91		5.55
3.586242437362671		-6.88		2.00		6.86
3.6018340587615967		-6.57		1.96		7.77
3.633086919784546		-7.34		1.86		7.37
3.7112183570861816		-8.52		1.30		5.34
3.7424707412719727		-8.34		2.28		4.89
3.773725748062134		-8.23		2.66		4.90
3.805018901824951		-8.37		2.07		4.63
3.820607900619507		-8.47		1.86		4.76
3.8518943786621094		-8.26		2.01		5.20
3.883148193359375		-8.19		1.90		5.17
3.914369821548462		-8.16		1.78		4.78
3.9300014972686768		-7.99		2.46		4.71
3.9612808227539062		-8.24		2.23		5.25
