		Ax		Ay		Az
0.031157493591308594		-2.02		9.26		-3.54
0.04677724838256836		-1.95		9.27		-3.55
0.17180585861206055		-1.95		9.35		-3.63
0.18711352348327637		-2.02		9.40		-3.60
0.20273971557617188		-2.03		9.34		-3.68
0.20273971557617188		-2.01		9.40		-3.55
0.23445630073547363		-1.99		9.43		-3.52
0.23445630073547363		-2.04		9.39		-3.53
0.2808656692504883		-2.01		9.48		-3.54
0.31246399879455566		-1.98		9.49		-3.54
0.34366607666015625		-1.91		9.47		-3.67
0.37471604347229004		-1.89		9.29		-3.66
0.4017982482910156		-1.88		9.38		-3.63
0.46430397033691406		-1.47		8.78		-3.55
0.4955577850341797		-0.53		8.27		-3.19
0.5268502235412598		0.55		8.48		-2.42
0.5581128597259521		-0.20		8.29		-2.09
0.5893568992614746		0.28		7.88		-3.19
0.620610237121582		0.59		7.73		-2.82
0.651862621307373		0.19		6.83		-2.54
0.6831157207489014		0.33		6.00		-2.75
0.7143323421478271		0.75		6.14		-2.17
0.74558424949646		1.12		6.34		-1.47
0.7768375873565674		0.93		6.76		-1.75
0.8081283569335938		1.00		7.72		-2.45
0.8237247467041016		0.90		7.74		-2.50
0.8706014156341553		1.45		8.25		-2.46
0.9018938541412354		1.39		8.28		-1.94
0.9331040382385254		0.97		8.41		-2.73
0.964357852935791		1.34		9.77		-3.28
0.9956111907958984		2.13		9.10		-1.52
1.0268640518188477		2.14		9.83		-1.81
1.0424909591674805		1.45		9.93		-2.35
1.073746919631958		2.91		9.00		-0.49
1.120685338973999		2.49		9.50		-0.75
1.1362531185150146		2.42		10.86		-4.19
1.1675422191619873		2.60		10.49		-1.68
1.1987595558166504		3.09		10.66		-0.16
1.2300126552581787		2.56		11.41		-0.54
1.2612888813018799		3.81		13.31		-0.25
1.2925176620483398		4.46		14.19		1.49
1.3237824440002441		4.49		10.56		-0.02
1.355025291442871		3.40		11.77		2.92
1.387782335281372		2.52		11.63		2.25
1.4142069816589355		2.01		13.72		4.91
1.4454631805419922		-1.49		8.21		-0.33
1.5079395771026611		-0.02		9.37		-8.19
1.554811954498291		7.36		9.53		-7.17
1.5860674381256104		0.78		10.59		-1.57
1.617318868637085		-3.95		11.00		1.91
1.648582935333252		0.83		17.94		4.15
1.6798250675201416		3.02		16.74		-3.19
1.6954820156097412		3.02		11.82		-5.11
1.7267324924468994		-0.15		10.00		1.63
1.7579619884490967		-0.55		10.51		-4.52
1.789210319519043		0.55		9.07		-1.58
1.8048388957977295		-1.56		10.76		-2.44
1.8361172676086426		-1.36		9.40		-1.70
1.867344617843628		-1.58		9.32		-2.99
1.8985984325408936		-0.99		10.54		-0.44
1.929875373840332		1.45		11.65		-2.79
1.9611289501190186		-1.51		7.71		-6.04
1.9923810958862305		-3.66		13.28		-2.05
2.023702383041382		2.05		12.25		-0.62
2.0549466609954834		-5.06		11.57		-10.27
2.0861480236053467		1.24		5.04		3.14
2.11739444732666		-7.57		10.42		-8.05
2.1486480236053467		-7.77		9.68		-3.90
2.1798782348632812		-1.07		9.12		-5.67
2.2111363410949707		-1.63		8.20		-3.48
2.2423977851867676		-3.80		8.44		-3.97
2.2737019062042236		-3.10		7.82		-9.41
2.304893970489502		-5.34		7.25		-7.73
2.336150884628296		-7.67		6.08		-5.43
2.3673977851867676		-7.16		5.53		-4.24
2.425950288772583		-7.50		5.44		-6.31
2.441619396209717		-7.78		4.46		-6.60
2.472827672958374		-8.62		2.36		-2.22
2.504117250442505		-8.94		3.38		-1.26
2.5353353023529053		-8.23		2.57		-4.68
2.5666236877441406		-7.83		2.34		-3.28
2.5978434085845947		-7.77		1.40		-0.51
2.6135106086730957		-7.82		0.95		-2.27
2.6447465419769287		-6.92		0.05		-1.86
2.675974130630493		-5.55		-0.80		-0.11
2.722895860671997		-9.63		-0.41		-0.69
2.7541511058807373		-10.51		0.59		-2.98
2.785362482070923		-8.16		0.01		-3.44
2.8166165351867676		-11.05		-4.22		-3.77
2.8478686809539795		-9.29		-0.77		-0.04
2.879121780395508		-8.94		-1.44		-1.02
2.9260079860687256		-9.83		-2.68		-1.81
2.957296848297119		-10.65		-0.65		-1.11
2.988508462905884		-10.69		-1.13		-1.56
3.0197620391845703		-11.41		-0.91		-1.35
3.035388708114624		-11.22		-0.12		-2.45
3.082298517227173		-10.56		0.54		-2.03
3.11352276802063		-10.18		-0.08		-2.93
3.1447761058807373		-10.31		-1.26		-2.12
3.1760265827178955		-9.87		-0.32		-1.71
3.2072818279266357		-9.95		-0.43		-1.74
3.254161834716797		-10.31		-1.16		-2.20
3.285414934158325		-9.90		-0.57		-1.81
3.3166680335998535		-9.77		-0.77		-1.82
3.3479461669921875		-9.61		-0.32		-1.33
3.3791980743408203		-9.81		-0.70		-1.42
3.405953884124756		-9.99		-0.90		-1.45
3.4684665203094482		-10.48		-1.74		-1.72
3.49971604347229		-9.73		-0.83		-1.71
3.530967950820923		-9.81		-0.97		-1.87
3.546621084213257		-9.81		-0.73		-1.99
3.609102964401245		-9.86		-0.59		-1.84
3.6403567790985107		-9.78		-0.45		-1.65
3.65598201751709		-9.86		-1.10		-1.91
3.6872363090515137		-9.79		-0.84		-1.93
3.7184901237487793		-9.91		-0.82		-1.79
3.7497425079345703		-9.85		-0.60		-1.73
3.781019449234009		-9.91		-0.92		-1.91
3.7966468334198		-9.84		-0.83		-1.90
3.8435275554656982		-9.87		-0.76		-1.67
3.874782085418701		-9.93		-0.64		-1.64
3.9060137271881104		-9.84		-0.88		-1.70
3.937265634536743		-9.87		-1.00		-1.90
3.968515634536743		-9.75		-1.01		-1.97
3.9997951984405518		-10.00		-0.97		-1.53
4.031022310256958		-9.86		-0.81		-2.05
