		Ax		Ay		Az
0.015440702438354492		-2.58		9.32		-3.03
0.031447410583496094		-2.53		9.33		-3.04
0.06263208389282227		-2.63		9.32		-3.04
0.10920119285583496		-2.63		9.40		-3.17
0.12482714653015137		-2.61		9.48		-3.27
0.15634369850158691		-2.64		9.41		-3.14
0.1873321533203125		-2.71		9.36		-3.13
0.20316052436828613		-2.68		9.35		-3.10
0.23452234268188477		-2.62		9.36		-3.07
0.2814452648162842		-2.61		9.46		-3.11
0.32797837257385254		-2.60		9.36		-3.10
0.3438558578491211		-2.55		9.28		-3.28
0.3748655319213867		-2.45		9.40		-3.14
0.40610527992248535		-2.34		9.10		-2.91
0.46865105628967285		-2.13		9.45		-3.09
0.5155198574066162		-1.97		9.07		-3.35
0.5311551094055176		-1.46		8.52		-3.36
0.5623712539672852		-0.83		8.34		-2.60
0.593660831451416		-0.79		8.49		-2.75
0.6248877048492432		-0.96		8.24		-3.79
0.6405043601989746		0.25		8.35		-4.35
0.6717574596405029		-0.16		7.86		-2.73
0.7030537128448486		-0.57		7.25		-2.64
0.761439323425293		0.17		6.87		-2.51
0.7927050590515137		0.05		7.26		-1.88
0.8082914352416992		0.02		7.65		-1.61
0.839573860168457		0.26		7.75		-2.22
0.8707914352416992		-0.16		7.87		-1.64
0.9020442962646484		0.39		7.57		-2.53
0.9176709651947021		0.54		8.09		-2.09
0.9489245414733887		0.63		8.64		-1.65
0.9958353042602539		1.40		8.85		-2.07
1.0270917415618896		1.26		7.96		-1.49
1.042771816253662		1.48		8.99		-1.31
1.0739374160766602		1.78		9.65		-2.20
1.105189561843872		1.26		7.96		-2.56
1.1364436149597168		1.12		7.10		-1.54
1.167696475982666		2.11		9.93		-2.55
1.1989500522613525		3.28		11.65		-0.92
1.2302031517028809		4.20		11.13		1.39
1.2614567279815674		3.31		9.96		-0.12
1.2927451133728027		3.96		11.48		-0.19
1.3239800930023193		3.34		12.78		-0.28
1.3552188873291016		3.14		12.40		-0.34
1.4021360874176025		2.91		13.26		-0.14
1.433382511138916		2.75		11.45		1.16
1.464637279510498		3.06		10.52		2.75
1.5114827156066895		2.52		12.95		0.04
1.5584182739257812		2.31		13.04		-1.00
1.5896191596984863		2.23		9.34		-5.27
1.6208698749542236		-0.38		12.29		-4.63
1.6521241664886475		7.01		13.50		3.02
1.6677727699279785		-2.82		11.41		0.98
1.6990025043487549		1.07		12.00		0.09
1.738699197769165		0.31		11.70		3.34
1.756669044494629		1.33		11.65		1.47
1.7879188060760498		2.81		13.51		-2.28
1.81917142868042		1.08		11.70		-2.75
1.8348054885864258		-0.15		11.59		-0.56
1.866051435470581		0.07		10.23		-3.14
1.8973047733306885		0.12		9.64		0.93
1.928558588027954		1.96		9.09		-3.43
1.9598243236541748		0.94		10.20		-0.62
1.975438117980957		1.21		9.66		-1.40
2.0066912174224854		-0.66		10.34		-2.68
2.0379462242126465		-2.02		11.31		-1.13
2.0848276615142822		-0.28		9.13		-3.38
2.131704330444336		-1.53		11.45		-2.53
2.1629607677459717		-0.08		9.09		-4.28
2.1785850524902344		-3.59		9.80		-3.79
2.2098388671875		-1.07		8.93		-3.36
2.241097927093506		1.32		10.20		-4.70
2.2723445892333984		-4.84		10.97		-6.25
2.287971258163452		-4.33		8.62		0.87
2.3348541259765625		-4.08		10.48		-6.00
2.366105318069458		0.79		9.93		-5.00
2.3973777294158936		-3.86		9.55		-3.74
2.4286351203918457		-5.90		8.43		-3.04
2.459888219833374		-5.21		8.43		-2.71
2.4911177158355713		-5.46		7.05		-3.23
2.522395372390747		-6.93		7.76		-2.53
2.553624153137207		-6.54		7.59		-3.94
2.5848774909973145		-6.51		6.58		-3.56
2.616130828857422		-7.69		5.96		-1.60
2.647409200668335		-8.33		5.55		-2.32
2.694265365600586		-8.30		4.68		-3.12
2.7098913192749023		-9.12		3.57		-1.24
2.736811637878418		-9.57		2.89		1.59
2.7680680751800537		-9.13		3.26		0.71
2.7993218898773193		-8.30		2.81		-3.06
2.8305981159210205		-9.46		2.19		-3.87
2.8618524074554443		-9.20		2.79		-1.22
2.8931045532226562		-9.03		2.27		-0.23
2.924347400665283		-9.07		2.16		0.48
2.95558762550354		-9.51		2.17		0.43
2.9868412017822266		-9.27		2.08		-1.49
3.033745288848877		-8.77		1.57		-0.43
3.0494072437286377		-8.54		1.47		-0.98
3.0806264877319336		-9.69		-1.20		-2.34
3.1118547916412354		-11.05		-1.64		1.03
3.158759117126465		-12.74		-0.06		2.70
3.1899890899658203		-11.46		1.16		2.16
3.2056143283843994		-9.30		1.05		-0.24
3.236898422241211		-8.39		1.93		0.16
3.2681448459625244		-8.85		0.49		1.02
3.3306515216827393		-9.93		-0.21		1.26
3.3462538719177246		-10.15		0.01		2.95
3.3775079250335693		-9.82		1.25		2.53
3.4087846279144287		-8.89		0.97		1.96
3.440021514892578		-8.24		1.09		2.27
3.502520799636841		-8.95		1.01		4.46
3.5337753295898438		-7.59		1.40		6.95
3.549424171447754		-10.08		0.34		5.25
3.580655336380005		-10.91		-0.15		2.40
3.611907720565796		-9.08		0.91		3.18
3.643160581588745		-8.78		0.70		3.84
3.6744275093078613		-9.31		0.25		3.27
3.6900429725646973		-10.13		-0.17		2.32
3.7307982444763184		-9.89		-0.51		0.67
3.748511791229248		-10.19		-0.42		0.38
3.779759645462036		-10.36		-0.21		0.46
3.8110122680664062		-10.02		-0.35		0.46
3.8422892093658447		-9.79		-0.13		0.89
3.873565912246704		-9.70		-0.00		1.66
3.9047718048095703		-9.74		0.27		2.19
3.9360265731811523		-9.93		0.27		2.53
