		Ax		Ay		Az
0.01522374153137207		-1.97		9.36		-3.63
0.0621490478515625		-1.94		9.39		-3.67
0.1871168613433838		-1.90		9.42		-3.72
0.20278549194335938		-1.99		9.32		-3.68
0.2183988094329834		-2.04		9.25		-3.66
0.2183988094329834		-1.96		9.31		-3.65
0.23402667045593262		-2.02		9.32		-3.74
0.2496201992034912		-1.98		9.39		-3.70
0.2656853199005127		-2.00		9.36		-3.68
0.296856164932251		-1.98		9.34		-3.71
0.328122615814209		-2.00		9.32		-3.71
0.35923171043395996		-1.87		9.47		-3.69
0.39029860496520996		-1.88		9.35		-3.59
0.41760969161987305		-1.92		9.14		-3.58
0.4644896984100342		-1.77		9.22		-3.59
0.5113697052001953		-1.73		9.27		-3.59
0.5426251888275146		-1.69		9.14		-3.49
0.5582566261291504		-1.55		9.13		-3.43
0.5895097255706787		-1.66		8.92		-3.62
0.6207611560821533		-1.67		8.87		-3.76
0.6676373481750488		-1.12		8.84		-3.48
0.6989257335662842		-0.76		8.58		-3.12
0.7301826477050781		-0.88		8.02		-3.47
0.7614326477050781		-0.70		7.76		-3.79
0.7926490306854248		-0.72		7.66		-2.93
0.8239045143127441		0.25		6.98		-2.29
0.8551561832427979		-0.49		6.26		-2.20
0.9020371437072754		-0.33		7.21		-2.86
0.9333291053771973		-0.85		7.56		-2.65
0.9801714420318604		-0.50		7.88		-3.19
0.9957959651947021		-0.63		8.22		-3.30
1.0270862579345703		-0.40		8.66		-2.92
1.0583038330078125		-0.06		7.98		-2.72
1.0895872116088867		-0.13		8.16		-1.83
1.1208155155181885		0.39		8.72		-1.15
1.1364777088165283		1.03		9.08		-1.22
1.1677289009094238		1.03		9.07		-1.97
1.1989808082580566		0.72		9.11		-2.42
1.2301955223083496		1.70		10.26		-2.31
1.2614846229553223		1.30		9.89		-1.56
1.2927024364471436		1.23		8.83		-0.79
1.3239877223968506		2.18		10.77		-0.73
1.3552110195159912		1.99		10.63		-2.21
1.3865041732788086		2.92		10.60		-0.52
1.4126441478729248		3.29		11.76		-0.15
1.4438996315002441		5.05		11.32		-0.47
1.4907844066619873		3.61		12.22		-0.26
1.5532927513122559		3.99		12.51		-2.25
1.584564208984375		3.09		11.58		1.92
1.615828037261963		2.05		10.23		1.98
1.6470751762390137		2.44		11.34		0.87
1.678297758102417		1.93		11.83		4.56
1.7095515727996826		0.56		11.11		2.96
1.7252135276794434		0.55		11.31		-2.13
1.7564687728881836		-2.31		7.63		-0.85
1.787710428237915		0.55		9.04		-6.06
1.818981647491455		7.07		13.42		1.33
1.8346102237701416		-1.63		8.58		-3.38
1.8658556938171387		-1.94		14.19		4.23
1.897109031677246		0.82		14.27		3.12
1.92836332321167		2.67		14.75		-3.21
1.9439513683319092		2.86		12.15		-6.81
1.9752442836761475		1.58		10.74		-0.48
2.006495237350464		-2.44		9.58		-0.46
2.0377137660980225		0.56		10.95		-2.86
2.068967342376709		0.74		9.32		-2.66
2.1002566814422607		-3.89		11.93		0.40
2.1315085887908936		1.00		9.31		-4.26
2.1783523559570312		0.78		10.95		-3.28
2.209641933441162		-0.63		10.43		-3.10
2.240865468978882		-0.80		9.08		-2.07
2.2721142768859863		-1.56		10.83		-1.66
2.30340838432312		0.03		8.91		-4.86
2.3346598148345947		-2.69		10.27		-1.21
2.3502893447875977		0.00		8.94		-3.59
2.3815340995788574		0.55		8.54		-5.62
2.4077541828155518		-3.46		9.80		-3.98
2.43904709815979		-2.31		10.89		0.00
2.4858920574188232		-1.75		9.89		-6.28
2.5171782970428467		-2.30		9.02		-4.43
2.5483949184417725		-3.15		8.56		-0.66
2.579685688018799		-4.20		8.27		-5.15
2.6109018325805664		-4.66		8.05		-5.00
2.6421549320220947		-5.49		8.21		-1.29
2.6734094619750977		-6.35		8.79		-2.96
2.704662799835205		-4.52		9.79		-4.12
2.7359580993652344		-4.52		9.04		-5.98
2.7671713829040527		-5.78		8.06		-4.29
2.8140861988067627		-6.11		7.25		-2.83
2.8453361988067627		-6.44		7.60		-2.70
2.876555919647217		-6.49		7.69		-2.89
2.9078078269958496		-7.29		4.96		-0.02
2.9234366416931152		-7.82		4.67		-0.72
2.9547276496887207		-8.33		4.82		-4.90
2.9859843254089355		-8.65		3.76		-4.54
3.0172367095947266		-7.52		4.01		1.90
3.0484864711761475		-8.60		3.50		0.63
3.079739570617676		-7.98		2.71		-4.25
3.1109938621520996		-10.55		2.23		-0.78
3.142207622528076		-10.34		3.96		0.89
3.1734650135040283		-8.41		2.94		4.20
3.204754114151001		-9.62		1.74		0.08
3.2360053062438965		-9.61		1.65		-1.22
3.267259120941162		-8.42		0.81		-1.94
3.298513650894165		-9.86		-0.46		-1.39
3.3297643661499023		-9.32		0.34		0.47
3.3610217571258545		-9.53		1.05		1.20
3.3922340869903564		-9.97		0.31		2.70
3.419142961502075		-9.09		-0.80		2.42
