		Ax		Ay		Az
0.0		-2.24		9.45		-3.30
0.015883684158325195		-2.28		9.41		-3.30
0.14076638221740723		-2.24		9.43		-3.30
0.15622758865356445		-2.22		9.37		-3.34
0.17185378074645996		-2.22		9.42		-3.46
0.18747830390930176		-2.22		9.31		-3.34
0.18747830390930176		-2.25		9.35		-3.27
0.21872377395629883		-2.22		9.43		-3.23
0.2499840259552002		-2.25		9.45		-3.26
0.281238317489624		-2.26		9.39		-3.28
0.2971062660217285		-2.23		9.41		-3.36
0.32816386222839355		-2.25		9.50		-3.30
0.35981011390686035		-2.18		9.54		-3.39
0.39091062545776367		-2.23		9.41		-3.30
0.4531233310699463		-2.19		9.39		-3.24
0.4687495231628418		-2.15		9.43		-3.24
0.5000021457672119		-2.17		9.42		-3.19
0.5312609672546387		-2.04		9.45		-3.28
0.5781774520874023		-2.06		9.42		-3.41
0.6093924045562744		-2.04		9.37		-3.68
0.6406781673431396		-1.98		8.90		-3.61
0.6719369888305664		-1.49		8.78		-3.34
0.7147178649902344		-1.07		8.67		-3.07
0.7459754943847656		-0.85		8.68		-2.90
0.7772266864776611		-0.01		8.90		-2.40
0.8084812164306641		0.18		8.77		-2.47
0.8241069316864014		-0.08		8.18		-2.92
0.8553950786590576		0.31		7.61		-2.54
0.8866572380065918		0.69		6.49		-1.73
0.9179015159606934		0.20		5.92		-1.69
0.9491558074951172		-0.68		6.81		-1.25
0.9804084300994873		0.30		7.15		-1.09
1.02726411819458		0.45		8.12		-1.42
1.0428822040557861		-0.31		8.30		-3.05
1.07415771484375		0.90		7.95		-1.25
1.1054203510284424		0.52		8.29		-0.77
1.1366775035858154		0.15		8.81		-2.23
1.1678917407989502		1.37		8.18		-1.25
1.199148416519165		1.87		7.91		-0.35
1.2303979396820068		1.99		10.34		-1.76
1.261655569076538		1.88		10.42		-1.31
1.2929062843322754		2.59		8.58		-0.43
1.3241996765136719		2.09		8.47		-0.69
1.3710789680480957		2.68		11.53		-2.36
1.3866643905639648		3.10		11.10		0.27
1.4179553985595703		3.04		9.94		1.25
1.4491713047027588		2.92		12.17		-0.40
1.4804611206054688		2.88		11.85		-0.31
1.5116782188415527		3.78		13.00		2.36
1.5585577487945557		3.42		12.72		1.68
1.6054377555847168		2.79		11.40		0.77
1.6366946697235107		2.73		12.93		2.18
1.652357578277588		1.21		11.64		1.22
1.6836113929748535		-0.50		11.79		1.28
1.7106544971466064		-2.08		7.81		-2.45
1.7419462203979492		3.15		11.13		-0.26
1.7732009887695312		7.08		10.43		-0.85
1.788790225982666		1.67		12.62		-4.48
1.8200798034667969		-0.66		11.46		4.84
1.8512933254241943		0.75		13.75		-0.88
1.8825838565826416		4.93		16.67		-2.61
1.913799524307251		2.55		12.13		-5.51
1.9450631141662598		-0.37		9.48		1.72
1.9607336521148682		0.18		9.27		-3.38
2.007599115371704		1.09		10.39		-0.99
2.0388567447662354		0.56		9.05		-3.34
2.0700674057006836		-1.08		10.55		-2.39
2.0856926441192627		1.03		9.03		-3.75
2.132572650909424		-2.15		10.54		-3.40
2.1481993198394775		-0.97		9.56		-0.46
2.179453134536743		1.06		9.46		-3.78
2.2107741832733154		1.41		9.89		-1.86
2.2575876712799072		-0.93		8.91		-3.70
2.2888779640197754		-0.50		10.47		-1.96
2.320094108581543		-1.26		10.70		-2.74
2.3513846397399902		-1.07		9.41		-4.31
2.382599115371704		-0.15		10.69		-2.76
2.4138529300689697		-0.85		9.61		-5.74
2.4451441764831543		-2.50		9.03		-5.15
2.476365089416504		-7.11		9.55		1.26
2.5076520442962646		-4.57		8.36		-4.48
2.538910150527954		-1.74		9.32		-4.16
2.5701584815979004		-3.32		9.13		-0.45
2.601374864578247		-5.83		8.86		-1.98
2.648253917694092		-5.74		8.09		-4.44
2.679506778717041		-6.76		7.20		-2.11
2.706374406814575		-5.32		7.59		-1.34
2.737668991088867		-5.40		8.47		-4.15
2.7688815593719482		-5.83		8.45		-5.25
2.8001365661621094		-7.38		7.85		-1.36
2.831427812576294		-7.60		6.57		0.23
2.862642526626587		-8.44		6.08		3.02
2.8938989639282227		-9.24		4.09		-0.35
2.9251508712768555		-9.98		3.93		-3.89
2.9564449787139893		-9.56		4.41		-3.64
2.98769474029541		-7.22		5.70		-3.36
3.0189480781555176		-7.40		4.62		-5.15
3.050161600112915		-7.86		3.57		0.33
3.081455707550049		-7.01		6.62		3.00
3.0970425605773926		-8.53		4.41		-1.63
3.1440329551696777		-9.62		1.59		-1.45
3.1752190589904785		-7.36		2.16		0.82
3.2064666748046875		-7.13		2.06		3.49
3.2377214431762695		-8.02		-0.36		4.37
3.284562349319458		-8.60		-0.70		3.21
3.3001885414123535		-8.21		0.83		4.08
3.3314425945281982		-7.31		2.56		3.75
3.3626949787139893		-8.03		1.75		4.30
3.393989086151123		-8.61		0.99		5.09
3.4095797538757324		-8.16		0.72		5.10
3.4408702850341797		-9.98		2.00		5.44
3.472118377685547		-14.13		3.26		4.04
3.5033726692199707		-12.84		3.73		2.75
3.5346248149871826		-9.21		2.31		4.94
3.5658793449401855		-7.85		1.03		4.93
3.628347396850586		-6.81		1.31		4.78
3.659602165222168		-6.94		1.66		5.06
3.675229787826538		-8.36		2.15		5.64
3.7159643173217773		-9.25		2.94		5.90
3.732823610305786		-9.03		2.85		5.17
3.764073371887207		-8.16		2.63		4.81
3.7953271865844727		-7.64		2.49		4.78
3.8109946250915527		-8.00		2.25		4.93
3.842212200164795		-8.53		1.84		4.97
3.8735039234161377		-8.84		1.99		4.61
3.920341968536377		-8.76		2.19		4.27
3.9516406059265137		-8.52		2.24		4.20
3.982846736907959		-8.42		2.18		4.57
3.9984750747680664		-8.52		2.07		4.67
4.029733419418335		-8.55		2.11		4.67
4.060985326766968		-8.35		2.21		5.11
4.092233896255493		-8.33		2.19		5.21
4.123525619506836		-8.36		2.27		4.91
4.154786825180054		-8.41		2.31		4.92
4.185994625091553		-8.08		2.69		5.27
4.217249155044556		-8.34		2.35		4.89
4.232911586761475		-8.55		2.14		4.53
4.264165639877319		-8.65		2.02		4.52
4.295381546020508		-8.64		1.84		4.34
4.326637268066406		-8.67		1.99		4.51
4.357888460159302		-8.66		1.97		4.45
4.389178037643433		-8.53		2.28		4.68
4.42043137550354		-8.42		2.27		4.81
4.451685190200806		-8.45		2.27		4.88
4.498528003692627		-8.52		2.26		4.88
4.529779434204102		-8.42		2.28		4.82
4.561041355133057		-8.40		2.27		4.72
4.592288255691528		-8.64		2.25		4.69
4.623540163040161		-8.56		2.02		4.83
4.639169692993164		-8.46		2.05		4.84
4.670461177825928		-8.41		2.17		4.96
