		Ax		Ay		Az
0.01562643051147461		-2.15		9.26		-3.84
0.031289100646972656		-2.28		9.22		-3.85
0.031289100646972656		-2.26		9.26		-3.82
0.06282758712768555		-2.26		9.31		-3.76
0.10938692092895508		-2.26		9.39		-3.93
0.14067602157592773		-2.23		9.22		-3.81
0.15626835823059082		-2.22		9.22		-3.78
0.18752026557922363		-2.22		9.20		-3.87
0.2187669277191162		-2.15		9.23		-3.81
0.265669584274292		-2.11		9.23		-3.89
0.28131628036499023		-2.13		9.33		-4.01
0.31253552436828613		-2.13		9.18		-4.02
0.3441610336303711		-2.12		9.19		-3.88
0.40629053115844727		-2.01		9.12		-3.64
0.45316553115844727		-1.88		9.56		-3.73
0.4687936305999756		-1.70		8.86		-3.79
0.5000467300415039		-1.31		8.73		-3.43
0.5313000679016113		-0.86		8.65		-2.88
0.5625638961791992		-0.51		8.95		-3.07
0.5782158374786377		-0.86		8.63		-4.04
0.6094856262207031		-0.89		8.14		-4.21
0.6406850814819336		-0.55		7.93		-3.19
0.6719391345977783		0.12		7.25		-2.81
0.7032427787780762		0.43		6.94		-2.46
0.7344465255737305		0.54		6.21		-1.72
0.7656989097595215		0.60		5.96		-1.46
0.7969532012939453		0.70		6.83		-1.98
0.8282046318054199		0.46		7.55		-2.62
0.8594582080841064		0.07		7.41		-1.86
0.8907656669616699		0.58		7.27		-2.70
0.9219651222229004		0.11		8.28		-2.86
0.9532241821289062		0.40		8.89		-2.81
0.9803595542907715		0.99		8.82		-2.06
1.0272412300109863		0.51		8.64		-2.04
1.0584962368011475		1.47		9.72		-2.55
1.0897722244262695		1.43		9.61		-1.56
1.1210274696350098		1.52		9.04		-0.75
1.136626958847046		1.10		10.56		-2.34
1.1678798198699951		1.56		10.03		-1.46
1.1991355419158936		2.68		10.60		-1.73
1.230388879776001		1.76		11.61		-1.86
1.261641502380371		2.15		11.58		-1.38
1.2928955554962158		2.43		11.54		0.25
1.3241488933563232		0.78		11.14		1.16
1.3554012775421143		0.17		13.42		-0.16
1.3866569995880127		3.66		13.12		2.04
1.4179344177246094		2.54		12.04		3.01
1.4491856098175049		0.53		12.53		3.59
1.4804141521453857		0.70		12.68		0.55
1.5272941589355469		-1.71		7.01		-11.63
1.589801549911499		4.88		13.31		3.25
1.6210548877716064		-4.01		11.87		-1.60
1.6523075103759766		0.02		15.66		2.36
1.6679613590240479		1.36		18.24		-0.77
1.699195146560669		0.40		11.87		-4.43
1.730440616607666		-1.75		10.80		-0.47
1.76171875		0.51		9.44		-2.35
1.777343988418579		0.12		8.60		-2.48
1.8085987567901611		-3.24		10.64		-2.39
1.8398282527923584		0.32		9.75		-0.51
1.8711049556732178		-1.15		9.72		-3.80
1.9024324417114258		-0.92		10.22		-1.86
1.9179625511169434		-0.25		9.62		-2.82
1.9492151737213135		-1.10		9.47		-2.07
1.992060899734497		-1.16		10.11		-4.10
2.0233407020568848		-1.85		10.46		-2.05
2.0545849800109863		-2.92		8.83		-3.25
2.0858242511749268		-1.32		10.36		-3.73
2.1014766693115234		-2.13		9.05		-2.26
2.132704257965088		-3.49		8.74		-4.68
2.226480722427368		-1.18		10.18		-2.69
2.2420907020568848		-3.07		10.73		-3.23
2.273366928100586		-1.18		9.77		-6.34
2.3046200275421143		-3.64		9.48		-3.80
2.335850715637207		-3.90		8.63		-3.51
2.351598024368286		-3.91		7.92		-2.40
2.3827319145202637		-6.67		6.73		2.05
2.414006471633911		-8.00		6.85		-3.31
2.4452602863311768		-6.80		7.45		-0.08
2.4608869552612305		-7.34		7.18		-0.07
2.492140293121338		-8.43		6.19		0.45
2.5234124660491943		-8.48		5.42		-2.30
2.5546464920043945		-7.94		5.49		-2.50
2.585876226425171		-7.12		5.12		0.43
2.6171281337738037		-8.00		4.08		-1.34
2.648406744003296		-10.09		4.23		0.78
2.6796398162841797		-10.07		5.26		2.03
2.7108891010284424		-9.19		4.41		1.96
2.742168426513672		-9.39		3.60		1.75
2.7734193801879883		-7.16		3.81		-2.08
2.8046493530273438		-5.60		4.05		-1.56
2.8515806198120117		-6.48		2.15		1.77
2.8828113079071045		-10.52		2.82		7.36
2.898421049118042		-13.00		-0.55		6.22
2.929676055908203		-9.38		-1.37		3.95
2.96091628074646		-7.36		0.58		3.90
3.0043437480926514		-7.44		1.70		3.12
3.019991636276245		-8.29		2.08		2.64
3.0512213706970215		-9.32		2.57		3.60
3.0824739933013916		-9.30		1.85		5.26
3.113727331161499		-8.58		1.43		6.84
3.1450042724609375		-7.75		1.77		7.33
3.176234006881714		-7.54		1.77		7.36
3.2075107097625732		-8.35		1.35		5.29
3.2387638092041016		-8.08		1.38		4.91
3.269993782043457		-8.45		3.08		5.91
3.301250457763672		-8.47		3.43		4.35
3.3325016498565674		-8.71		2.69		4.80
3.3637776374816895		-7.44		3.13		5.94
3.395030975341797		-7.09		2.78		6.96
3.4106333255767822		-7.26		2.91		6.70
3.457515001296997		-7.95		2.80		5.99
3.488767147064209		-8.10		2.07		4.96
3.520047187805176		-8.04		1.72		4.86
3.5512735843658447		-8.08		1.42		5.07
3.5668997764587402		-8.36		1.78		5.22
3.738795757293701		-8.74		1.79		4.55
3.770047903060913		-8.44		2.11		4.69
3.8013007640838623		-7.94		2.42		5.38
3.816929340362549		-7.98		2.27		5.68
3.848180055618286		-8.15		2.24		5.39
3.8794333934783936		-8.36		1.96		4.85
3.9106860160827637		-7.96		2.27		5.26
3.9263367652893066		-8.03		2.26		5.68
3.95758318901062		-8.22		2.22		5.37
3.983841896057129		-8.18		2.30		5.24
4.015119552612305		-8.10		2.12		5.11
4.0463480949401855		-8.26		2.09		5.02
