		Ax		Ay		Az
0.015365123748779297		-2.04		9.31		-4.10
0.031199932098388672		-2.08		9.25		-3.97
0.06219172477722168		-1.99		9.27		-3.75
0.09349250793457031		-1.94		9.28		-3.80
0.12505340576171875		-1.95		9.28		-3.73
0.1563892364501953		-2.00		9.27		-3.76
0.18721246719360352		-1.97		9.39		-3.79
0.23409438133239746		-1.96		9.30		-3.89
0.26538515090942383		-2.01		9.28		-3.79
0.2810080051422119		-1.92		9.37		-3.74
0.31221747398376465		-1.91		9.40		-3.68
0.3278470039367676		-1.92		9.37		-3.77
0.3593437671661377		-1.92		9.25		-3.75
0.39069557189941406		-1.86		9.28		-3.85
0.4528961181640625		-1.76		9.27		-3.81
0.4841477870941162		-1.68		9.19		-3.88
0.5153627395629883		-1.65		9.13		-3.90
0.546616792678833		-1.39		8.80		-3.80
0.5778701305389404		-0.66		8.66		-3.68
0.6091599464416504		-0.28		8.60		-3.48
0.6404244899749756		-0.23		8.36		-3.10
0.6872923374176025		0.07		8.13		-3.14
0.7185475826263428		0.26		7.94		-3.10
0.7498006820678711		0.47		7.05		-2.80
0.7810173034667969		0.94		6.26		-2.15
0.8123946189880371		0.82		5.70		-1.63
0.827916145324707		0.39		6.20		-1.67
0.8591506481170654		0.41		7.83		-2.72
0.8904051780700684		0.13		7.99		-3.18
0.9217326641082764		0.41		7.67		-3.03
0.9593420028686523		1.04		7.92		-2.69
0.9947538375854492		0.69		8.13		-3.14
1.0103929042816162		1.15		8.43		-2.79
1.0416569709777832		2.01		8.45		-2.11
1.0729036331176758		1.99		9.80		-3.39
1.1041326522827148		2.34		10.37		-3.49
1.1197590827941895		2.42		8.93		-1.32
1.1510133743286133		2.27		7.74		-0.38
1.1978907585144043		2.84		11.17		-2.38
1.22914457321167		3.28		11.39		-1.15
1.260399580001831		3.35		11.02		0.20
1.2916908264160156		3.02		11.60		-1.44
1.3072779178619385		4.22		12.80		-1.19
1.3541944026947021		4.95		11.45		-0.48
1.3854124546051025		5.22		10.91		-0.23
1.4166638851165771		4.36		13.13		0.41
1.4479186534881592		3.51		10.71		0.92
1.4791724681854248		3.30		9.70		0.96
1.5416772365570068		2.93		10.59		-0.14
1.5729403495788574		1.40		10.76		0.22
1.6042215824127197		1.69		9.54		0.50
1.6354389190673828		0.32		9.45		-1.72
1.6666929721832275		-1.68		8.09		-4.66
1.697944164276123		-1.11		8.54		-4.04
1.7135708332061768		2.04		12.79		4.18
1.7448265552520752		9.25		13.75		-2.80
