		Ax		Ay		Az
0.06256675720214844		-1.96		9.54		-3.33
0.07812643051147461		-1.94		9.44		-3.33
0.09411311149597168		-1.97		9.39		-3.35
0.15630364418029785		-1.97		9.45		-3.27
0.1718885898590088		-1.95		9.44		-3.36
0.1875448226928711		-1.96		9.49		-3.32
0.21901297569274902		-1.97		9.52		-3.44
0.25020408630371094		-1.92		9.49		-3.47
0.2969393730163574		-1.95		9.38		-3.33
0.3281857967376709		-1.91		9.50		-3.24
0.35944080352783203		-1.73		9.46		-3.25
0.38718724250793457		-1.65		9.34		-3.27
0.41844916343688965		-1.59		9.38		-3.29
0.46532177925109863		-1.58		9.38		-3.26
0.4965837001800537		-1.50		9.36		-3.28
0.5434548854827881		-1.36		9.56		-3.05
0.5590813159942627		-1.18		9.58		-2.90
0.5903348922729492		-0.82		9.34		-3.14
0.6215879917144775		-0.61		9.16		-2.92
0.6528763771057129		-0.87		8.50		-2.77
0.684133768081665		-0.57		7.90		-2.43
0.7153475284576416		-0.25		7.44		-1.65
0.7466013431549072		0.00		6.54		-1.24
0.7778933048248291		0.59		5.85		-1.33
0.8091084957122803		0.66		6.11		-1.31
0.8403611183166504		1.22		6.63		-1.26
0.8716464042663574		1.17		7.72		-1.76
0.9029030799865723		1.47		7.62		-2.21
0.9341211318969727		1.47		7.30		-2.10
0.9653737545013428		1.13		9.11		-2.21
0.9966278076171875		1.45		8.91		-1.76
1.027888536453247		1.95		8.27		-0.64
1.0591342449188232		1.43		7.83		-1.22
1.0903871059417725		1.81		7.70		-0.70
1.1216425895690918		2.49		7.47		0.34
1.137268304824829		2.04		8.71		0.24
1.168520212173462		1.58		10.50		2.01
1.199775218963623		1.80		13.61		-1.55
1.2466533184051514		2.25		12.32		-0.26
1.2622802257537842		2.72		11.84		0.83
1.293534755706787		1.89		12.49		-0.54
1.3247883319854736		2.01		14.09		-0.52
1.3560428619384766		2.05		13.02		1.69
1.3981947898864746		1.77		12.95		3.10
1.429415225982666		0.22		11.32		1.79
1.4763119220733643		0.91		9.80		0.33
1.5075457096099854		0.84		10.34		2.40
1.570051670074463		-0.37		9.85		1.06
1.6169326305389404		0.30		8.02		-5.69
1.648197889328003		2.77		12.16		1.90
1.6638126373291016		9.00		16.98		-3.24
1.695065975189209		0.43		12.87		-0.39
1.7263193130493164		-0.50		15.33		3.77
1.7575721740722656		-1.44		12.29		1.15
1.7731997966766357		-1.26		12.31		-3.32
1.8044524192810059		-0.23		12.31		0.47
1.8357057571411133		3.03		10.66		-3.84
1.866959571838379		0.78		10.57		-2.22
1.8982124328613281		-0.58		10.18		-0.50
1.913957118988037		-0.26		9.13		-3.24
1.9450922012329102		-0.78		10.87		-0.38
1.9763453006744385		0.48		9.98		-3.24
2.0076003074645996		-1.07		9.15		-0.77
2.023226499557495		-1.80		11.70		-4.61
2.054478883743286		-1.51		8.86		-3.35
2.101357936859131		-0.30		11.15		-2.94
2.1169841289520264		-1.16		9.43		-5.03
2.14823842048645		-2.33		9.93		-1.37
2.1795263290405273		-6.56		8.69		-2.90
2.2264132499694824		-4.57		9.29		-2.10
2.242037534713745		-2.40		7.84		-1.11
2.2732510566711426		-5.56		8.00		-2.72
2.3045053482055664		-3.49		7.51		-2.87
2.335758686065674		-7.87		7.34		-0.50
2.37678599357605		-8.49		8.24		1.17
2.3944995403289795		-5.03		8.04		-1.26
2.431976556777954		-6.24		7.54		-4.20
2.4721148014068604		-6.93		7.50		-4.40
2.487739086151123		-5.13		5.65		-2.52
2.5189545154571533		-8.96		6.70		-2.31
2.565835952758789		-7.45		7.29		-3.86
2.597087860107422		-6.20		5.43		-3.41
2.612736940383911		-8.43		5.33		-1.94
2.643972635269165		-8.67		4.85		-1.46
2.6752233505249023		-8.17		4.18		-2.18
2.7377641201019287		-8.73		3.89		0.36
2.753394365310669		-9.10		4.03		0.17
2.7846081256866455		-8.19		3.60		-0.23
2.8158609867095947		-8.19		3.99		2.31
2.8471484184265137		-8.71		3.80		6.49
2.8783693313598633		-9.31		3.13		1.10
2.8939943313598633		-8.66		2.83		1.27
2.9252476692199707		-8.21		1.76		3.27
2.956535816192627		-9.31		2.72		6.18
3.00338077545166		-8.67		3.42		6.01
3.034634590148926		-8.57		1.75		4.31
3.0502967834472656		-7.65		1.85		5.87
3.081515073776245		-7.81		3.75		8.48
3.1128036975860596		-8.76		1.46		2.54
3.14401912689209		-10.21		1.17		3.52
3.175274133682251		-8.96		3.40		6.06
3.2065279483795166		-8.65		2.69		5.21
3.2377805709838867		-8.59		2.27		4.25
3.2690341472625732		-8.11		2.86		4.90
3.300323963165283		-7.96		2.39		4.92
3.3315751552581787		-8.42		1.39		4.74
3.382991313934326		-8.48		1.70		5.12
3.4052443504333496		-8.16		1.91		4.76
3.436535120010376		-8.33		1.66		4.49
3.452162265777588		-8.45		1.56		5.08
3.4833788871765137		-8.26		2.19		5.66
3.5146312713623047		-8.12		2.40		5.60
3.561511516571045		-7.76		2.59		5.73
3.592763900756836		-7.94		2.25		5.31
3.6240174770355225		-7.99		2.31		5.54
3.65527081489563		-8.20		2.06		5.31
3.6709353923797607		-8.24		2.18		5.23
3.702150821685791		-8.47		1.97		4.66
3.7334043979644775		-8.47		1.99		4.63
3.7646572589874268		-8.41		1.94		4.98
3.7959787845611572		-8.29		1.91		4.73
3.8115949630737305		-8.74		1.75		4.20
3.8427910804748535		-8.17		2.19		5.20
3.8740439414978027		-7.60		2.58		6.00
3.90529727935791		-7.78		2.41		6.09
3.9365878105163574		-7.83		2.51		5.85
3.9678421020507812		-8.06		2.30		5.27
4.014684438705444		-8.07		2.17		5.35
