Time		Ax		Ay		Az
0.031250715255737305		-2.70		9.37		-2.69
0.1562652587890625		-2.73		9.37		-2.76
0.17192864418029785		-2.85		9.42		-2.78
0.17192864418029785		-2.90		9.48		-2.69
0.18755531311035156		-2.75		9.38		-2.89
0.20314478874206543		-2.75		9.32		-2.88
0.21912479400634766		-2.74		9.37		-2.84
0.2503063678741455		-2.76		9.34		-2.89
0.2812786102294922		-2.77		9.35		-2.90
0.31299567222595215		-2.75		9.38		-2.85
0.34384942054748535		-2.74		9.32		-2.75
0.37506103515625		-2.69		9.51		-2.83
0.4065213203430176		-2.85		9.41		-3.08
0.43785858154296875		-2.87		9.41		-2.92
0.484454870223999		-2.88		9.26		-3.07
0.5313408374786377		-2.73		9.18		-3.10
0.562567949295044		-2.87		9.11		-3.26
0.5938098430633545		-2.66		9.12		-3.13
0.625098466873169		-2.58		9.00		-2.90
0.6563496589660645		-2.58		8.95		-3.07
0.6875693798065186		-2.34		9.09		-3.28
0.718822717666626		-2.43		9.11		-3.21
0.7500755786895752		-2.26		8.84		-3.42
0.7813305854797363		-2.54		8.53		-3.78
0.8125894069671631		-2.84		8.90		-3.66
0.8438358306884766		-2.99		8.39		-4.32
0.875089168548584		-2.13		8.27		-3.76
0.9063425064086914		-2.23		7.97		-3.86
0.9375956058502197		-1.78		8.67		-3.79
0.9845125675201416		-2.25		8.05		-3.88
1.0157294273376465		-1.85		8.64		-4.46
1.0469839572906494		-0.90		9.40		-2.97
1.0782356262207031		-1.39		8.84		-2.79
1.1094887256622314		-1.74		9.27		-3.71
1.1407418251037598		-1.48		9.45		-3.38
1.1720318794250488		-1.11		9.17		-3.08
1.203284740447998		-2.95		9.03		-3.27
1.218916893005371		-3.23		9.36		-2.31
1.265756607055664		-3.58		8.50		-3.07
1.2970099449157715		-4.07		8.39		-3.08
1.3282620906829834		-4.38		8.17		-2.51
1.3595151901245117		-3.57		8.05		-2.83
1.3907692432403564		-2.87		8.08		-3.23
1.422023057937622		-2.89		9.65		-3.23
1.4376492500305176		-3.76		9.97		-3.50
1.4689068794250488		-4.32		9.79		-3.92
1.5157840251922607		-3.89		9.68		-3.86
1.5626614093780518		-3.83		9.79		-4.16
1.5939157009124756		-4.39		8.96		-4.14
1.6251685619354248		-3.50		9.67		-2.51
1.656421422958374		-4.67		10.06		-2.40
1.6720852851867676		-4.50		10.35		-2.02
1.7033019065856934		-3.05		10.09		-1.98
1.7345547676086426		-4.57		10.14		-1.77
1.7658538818359375		-4.68		9.72		-2.25
1.7970643043518066		-5.30		8.78		-1.29
1.8283154964447021		-5.46		8.85		-0.42
1.8595683574676514		-4.51		9.07		0.81
1.8908212184906006		-4.19		10.38		1.82
1.9221105575561523		-3.72		10.73		2.20
1.9533638954162598		-3.95		10.43		1.66
1.9845819473266602		-4.40		9.77		2.20
2.0158352851867676		-4.19		9.35		3.09
2.047091245651245		-3.54		8.76		2.88
2.0783419609069824		-4.47		8.06		2.39
2.109630823135376		-5.19		8.01		2.37
2.140847682952881		-5.05		8.31		2.59
2.1721010208129883		-5.08		8.40		2.79
2.203354597091675		-5.70		8.68		2.96
2.2346084117889404		-5.31		8.45		2.72
2.2658655643463135		-5.60		8.27		3.16
2.2971150875091553		-5.66		7.78		3.57
2.3284060955047607		-5.37		7.76		3.77
2.3752479553222656		-5.15		7.41		3.74
2.390913248062134		-5.26		6.86		3.80
2.422128200531006		-5.25		6.83		4.09
2.453380584716797		-4.86		6.89		3.87
2.4846341609954834		-4.93		6.86		3.65
2.5158989429473877		-5.58		6.95		4.26
2.547146797180176		-5.79		7.03		4.58
2.578400135040283		-5.71		6.63		4.69
2.5940213203430176		-5.74		6.44		5.24
2.6252903938293457		-5.83		6.24		5.49
2.656527280807495		-5.81		6.04		5.77
2.6877808570861816		-5.87		5.87		5.68
2.719034194946289		-5.97		5.82		5.38
2.7502877712249756		-6.07		6.13		5.18
2.781585693359375		-6.50		5.66		4.56
2.8127942085266113		-6.54		5.99		3.76
2.8440473079681396		-6.44		6.27		4.43
2.8753011226654053		-6.33		6.58		4.67
2.9065542221069336		-6.04		6.52		4.49
2.9378068447113037		-6.11		6.56		4.41
2.9690616130828857		-6.19		6.60		4.42
2.9846878051757812		-6.06		6.73		4.69
3.031566858291626		-6.08		6.54		4.47
3.0471994876861572		-6.33		6.54		4.32
3.0784480571746826		-6.22		6.40		4.34
3.1253628730773926		-6.14		6.65		4.19
3.156614065170288		-6.21		6.64		4.52
