Time		Ax		Ay		Az
0.01563262939453125		-2.84		9.39		-3.30
0.04722118377685547		-2.73		9.56		-3.37
0.17192506790161133		-2.59		9.41		-3.24
0.17192506790161133		-2.51		9.55		-3.17
0.17192506790161133		-2.53		9.38		-3.23
0.17192506790161133		-2.45		9.37		-3.25
0.20314431190490723		-2.37		9.37		-3.29
0.21902179718017578		-2.44		9.27		-3.23
0.25002551078796387		-2.39		9.23		-3.23
0.312532901763916		-2.37		9.23		-3.21
0.3286011219024658		-2.39		9.19		-3.18
0.35983920097351074		-2.40		9.29		-3.19
0.3909721374511719		-2.39		9.40		-3.16
0.4219210147857666		-2.52		9.30		-3.15
0.48442530632019043		-2.56		9.33		-3.21
0.5000560283660889		-2.44		9.27		-3.22
0.5469727516174316		-2.57		9.19		-3.31
0.5625970363616943		-2.54		9.11		-3.26
0.5938808917999268		-2.49		9.13		-3.33
0.6250638961791992		-2.53		9.00		-3.41
0.6563186645507812		-2.59		8.97		-3.59
0.6875712871551514		-2.41		9.08		-3.56
0.7346234321594238		-2.56		9.13		-3.54
0.750077486038208		-2.42		9.16		-3.54
0.7813303470611572		-2.49		9.28		-3.30
0.8125832080841064		-2.38		9.34		-3.58
0.8594632148742676		-2.20		8.98		-3.74
0.8907511234283447		-1.94		9.05		-3.38
0.9220130443572998		-2.31		8.96		-3.51
0.953258752822876		-2.33		8.15		-4.33
0.9844815731048584		-2.16		8.15		-4.53
1.0157394409179688		-2.24		8.03		-4.25
1.0469834804534912		-2.04		7.82		-4.13
1.0782718658447266		-2.32		7.56		-4.26
1.1095268726348877		-1.70		7.97		-4.82
1.1407780647277832		-1.76		7.68		-5.63
1.1876616477966309		-1.33		8.39		-4.66
1.2032508850097656		-1.29		9.10		-3.46
1.2501487731933594		-1.08		9.28		-3.12
1.2813830375671387		-0.65		9.84		-2.76
1.3126375675201416		-1.44		10.16		-4.09
1.34389328956604		-2.27		8.90		-4.21
1.375176191329956		-2.20		8.78		-3.50
1.4063966274261475		-2.59		8.40		-3.52
1.4376499652862549		-3.45		8.50		-3.64
1.4689021110534668		-4.61		7.81		-3.67
1.5157830715179443		-3.67		7.43		-4.72
1.5782880783081055		-2.64		8.34		-4.11
1.5939154624938965		-4.11		10.35		-3.47
1.6252081394195557		-5.08		10.15		-4.30
1.6564230918884277		-4.18		10.39		-4.67
1.6876773834228516		-2.66		10.03		-4.22
1.718930721282959		-3.47		9.79		-4.59
1.7345712184906006		-4.73		10.08		-3.58
1.765808343887329		-3.84		9.45		-2.75
1.797065019607544		-4.14		8.68		-1.51
1.8283157348632812		-3.96		9.52		-1.01
1.8596069812774658		-3.65		8.96		-2.31
1.8752350807189941		-4.54		8.38		-3.35
1.9064500331878662		-4.96		9.55		-1.25
1.9377028942108154		-4.46		8.81		-2.02
1.9689559936523438		-4.06		8.69		-2.18
2.000253438949585		-4.38		8.89		-0.96
2.031503200531006		-4.67		8.96		-0.58
2.062716007232666		-4.59		9.10		-1.30
2.0939698219299316		-4.07		8.58		-1.06
2.1252236366271973		-5.03		8.59		0.13
2.1564781665802		-4.93		8.89		1.22
2.1877307891845703		-4.98		10.61		1.69
2.2190170288085938		-5.15		10.77		0.59
2.2502472400665283		-5.18		9.74		1.46
2.281489610671997		-5.27		9.56		2.60
2.3127424716949463		-5.16		9.18		2.85
2.328369617462158		-4.92		8.60		2.31
2.3752875328063965		-5.24		8.27		2.03
2.40653657913208		-5.30		8.31		1.74
2.4534168243408203		-5.30		8.49		1.79
2.484675168991089		-5.65		9.02		1.79
2.5158884525299072		-5.52		8.90		1.52
2.5471482276916504		-5.18		8.13		2.39
2.562769889831543		-5.64		7.81		3.28
2.594057559967041		-5.68		7.52		3.56
2.6252756118774414		-6.22		6.81		3.22
2.6565632820129395		-6.89		6.38		3.39
2.6878201961517334		-6.38		5.91		3.19
2.7034096717834473		-5.93		5.72		3.12
2.7346670627593994		-6.36		6.03		3.23
2.7659168243408203		-6.55		6.44		3.86
2.7971689701080322		-6.10		6.27		4.73
2.8284220695495605		-6.85		6.70		4.92
2.859675884246826		-6.75		6.87		4.19
2.890963554382324		-6.46		6.71		4.43
2.9222185611724854		-5.90		6.67		4.46
2.9534409046173096		-5.74		6.29		4.40
2.9846885204315186		-6.06		6.14		4.43
3.015942335128784		-6.17		6.01		4.43
3.047236204147339		-6.34		5.94		4.29
3.0941100120544434		-6.94		6.30		3.99
3.1253280639648438		-7.21		6.21		3.75
3.156581163406372		-7.03		6.41		3.89
3.187873125076294		-6.60		6.30		3.82
3.2190985679626465		-6.75		6.29		3.96
3.234715461730957		-6.92		6.31		3.97
3.2659683227539062		-6.88		6.35		3.82
3.297222137451172		-6.61		6.30		3.81
3.328474521636963		-6.59		6.49		4.03
3.3441359996795654		-6.44		6.65		3.98
