Time		Ax		Ay		Az
0.09398198127746582		-1.95		9.36		-3.60
0.10924172401428223		-2.15		9.13		-4.24
0.10924172401428223		-1.69		9.52		-3.14
0.1563100814819336		-1.37		10.04		-2.00
0.1717827320098877		-1.27		9.98		-1.93
0.18737435340881348		-1.55		9.70		-2.26
0.21895599365234375		-1.55		9.53		-3.11
0.25032997131347656		-1.63		9.25		-3.49
0.2812931537628174		-1.52		9.42		-3.23
0.31258320808410645		-1.22		9.69		-3.03
0.34398794174194336		-1.06		9.64		-2.85
0.37505316734313965		-0.83		9.62		-2.91
0.40614843368530273		-0.75		9.43		-3.31
0.43740153312683105		-0.27		9.51		-2.66
0.4842796325683594		-0.02		9.70		-2.31
0.5311944484710693		0.17		9.72		-2.73
0.5624499320983887		-0.02		9.56		-3.01
0.5937011241912842		0.09		9.56		-2.53
0.6249194145202637		-0.03		9.55		-2.20
0.6405456066131592		0.10		9.46		-1.24
0.6718473434448242		-0.05		9.71		-0.65
0.7030937671661377		-0.38		9.67		-0.99
0.7499313354492188		-0.36		9.50		-1.70
0.7811849117279053		-0.58		9.18		-1.60
0.8281021118164062		-0.20		9.64		-1.78
0.8437058925628662		-0.07		9.15		-2.18
0.8749456405639648		0.21		9.67		-2.60
0.9061977863311768		0.48		10.06		-2.64
0.9374516010284424		0.83		9.65		-2.53
0.9687051773071289		1.60		10.06		-3.27
0.999957799911499		1.36		9.97		-3.95
1.0312116146087646		0.70		9.85		-3.67
1.062464952468872		1.66		9.95		-4.23
1.093719244003296		1.85		11.80		-3.42
1.1249723434448242		3.68		11.58		-1.57
1.140634536743164		2.54		9.35		1.32
1.1718511581420898		0.25		10.25		0.56
1.2031056880950928		-0.68		10.26		-0.50
1.234400987625122		0.66		8.22		1.40
1.2656481266021729		-0.34		8.01		-4.31
1.2968652248382568		-0.52		10.30		-5.53
1.328118085861206		-0.19		10.03		-3.50
1.3593721389770508		0.14		9.45		-2.60
1.4062986373901367		-2.18		10.22		-1.38
1.4218835830688477		-1.88		12.79		-0.32
1.4687936305999756		-0.77		12.65		-1.25
1.5312659740447998		-1.80		10.61		-1.04
1.5781447887420654		-1.10		9.61		-1.60
1.6093978881835938		-2.14		10.18		-2.35
1.6406505107879639		-1.64		9.63		0.42
1.6719069480895996		-0.89		9.25		-1.30
1.7031593322753906		-2.99		9.95		0.50
1.7187848091125488		-2.07		10.17		1.44
1.7500407695770264		-2.70		10.18		-2.31
1.7812905311584473		-2.70		9.75		-0.37
1.8125438690185547		-2.01		9.83		1.28
1.8438339233398438		-2.14		9.37		-2.37
1.859431505203247		-2.12		9.73		0.43
1.8906776905059814		-3.21		9.98		1.49
1.9219775199890137		-3.66		9.61		0.68
1.9531841278076172		-4.55		8.68		-0.74
1.9844374656677246		-3.18		9.59		1.24
2.0156912803649902		-3.66		9.58		1.13
2.0313212871551514		-4.34		10.22		-0.69
2.062573194503784		-3.50		9.54		0.52
2.1094861030578613		-6.13		7.71		1.30
2.140740156173706		-3.41		9.97		1.64
2.156343460083008		-4.07		9.73		0.75
2.1875839233398438		-3.61		10.55		1.37
2.2188735008239746		-5.58		7.81		0.29
2.250091075897217		-4.37		8.94		-0.22
2.281343698501587		-4.08		8.63		2.40
2.31259822845459		-4.42		6.99		4.38
2.328223705291748		-5.58		7.26		3.81
2.3594770431518555		-5.00		7.39		4.70
2.390730857849121		-4.06		8.67		4.44
2.421989679336548		-4.51		9.41		3.54
2.453240156173706		-4.99		7.42		3.04
2.4844908714294434		-4.61		7.57		4.73
2.5157434940338135		-4.43		7.28		6.16
2.5469970703125		-4.68		7.22		5.39
2.578251600265503		-4.81		6.61		4.71
2.6095030307769775		-3.82		5.75		2.88
2.6407926082611084		-4.33		6.81		7.32
2.6720099449157715		-3.86		6.92		7.44
2.7032673358917236		-4.50		7.36		8.21
2.7501883506774902		-6.96		6.69		6.21
2.7813963890075684		-7.68		4.45		4.25
2.812690258026123		-6.18		2.96		3.02
2.828312635421753		-5.81		5.22		3.03
2.859530210494995		-7.33		5.44		4.35
2.8907833099365234		-6.30		5.63		5.31
2.922100305557251		-5.12		4.70		5.63
2.9532899856567383		-4.02		4.60		4.60
