Time		Ax		Ay		Az
0.09373044967651367		-2.61		9.30		-3.17
0.10935425758361816		-2.67		9.34		-3.16
0.12497997283935547		-2.64		9.30		-3.23
0.17186403274536133		-2.68		9.28		-3.24
0.17186403274536133		-2.64		9.32		-3.09
0.18750357627868652		-2.56		9.41		-3.08
0.23436808586120605		-2.63		9.32		-3.07
0.25037455558776855		-2.65		9.28		-3.25
0.2815210819244385		-2.67		9.31		-3.15
0.31282901763916016		-2.60		9.34		-3.17
0.35938215255737305		-2.62		9.24		-3.24
0.3752734661102295		-2.65		9.23		-3.19
0.40650272369384766		-2.67		9.29		-3.26
0.4375622272491455		-2.69		9.35		-3.29
0.5000147819519043		-2.66		9.12		-3.33
0.5312690734863281		-2.70		8.97		-3.28
0.5625214576721191		-2.66		9.11		-3.45
0.5937755107879639		-2.63		9.32		-3.54
0.6250631809234619		-2.49		9.36		-3.63
0.6563177108764648		-2.54		9.21		-3.82
0.6875905990600586		-2.55		9.06		-3.94
0.7187972068786621		-2.51		9.00		-3.87
0.7500419616699219		-2.63		8.90		-3.97
0.7812955379486084		-2.75		8.97		-4.29
0.8125488758087158		-2.24		8.84		-3.93
0.8438372611999512		-1.95		8.75		-3.34
0.8906819820404053		-2.29		8.41		-3.14
0.9219715595245361		-2.61		8.38		-3.65
0.9375717639923096		-2.42		7.64		-4.73
0.9844410419464111		-2.15		7.84		-5.12
1.015695571899414		-1.26		9.11		-3.86
1.0469484329223633		-1.81		7.94		-3.40
1.078202247619629		-2.01		7.66		-4.00
1.1094541549682617		-1.57		7.83		-4.32
1.1407101154327393		-1.51		7.88		-3.71
1.1563360691070557		-1.21		8.37		-3.20
1.1875932216644287		-1.55		8.89		-3.86
1.218841314315796		-1.69		9.10		-3.84
1.2500956058502197		-1.77		9.39		-3.57
1.2813506126403809		-1.54		9.40		-3.81
1.3126025199890137		-1.66		9.06		-4.41
1.3438549041748047		-1.84		9.42		-4.07
1.3751084804534912		-1.55		10.62		-2.55
1.4063620567321777		-2.44		9.55		-3.31
1.4376158714294434		-2.92		9.27		-6.74
1.4688668251037598		-3.10		9.86		-3.20
1.547001600265503		-2.71		10.33		-2.27
1.5782546997070312		-3.79		8.62		-6.00
1.6095430850982666		-5.08		10.53		-6.18
1.640761137008667		-3.34		10.26		-2.19
1.6720492839813232		-2.84		9.54		-3.29
1.703305959701538		-3.86		10.29		-2.41
1.71889328956604		-3.09		10.46		-1.46
1.7501568794250488		-2.85		9.16		-2.25
1.7814054489135742		-4.54		9.37		-1.00
1.812654972076416		-4.07		8.95		-1.75
1.8439483642578125		-4.44		8.94		-0.93
1.8595712184906006		-4.70		9.12		-0.58
1.8908233642578125		-4.91		9.14		-1.06
1.9220411777496338		-5.29		8.98		-0.82
1.9689209461212158		-5.20		8.87		-0.51
2.000174045562744		-5.67		8.60		0.91
2.0314278602600098		-5.47		9.39		1.13
2.062715530395508		-5.46		10.05		0.53
2.07830810546875		-6.11		9.59		0.75
2.109560966491699		-5.76		9.06		1.21
2.187703847885132		-5.09		8.04		2.44
2.218946933746338		-5.91		8.46		3.91
2.2502007484436035		-5.47		8.17		2.84
2.2814717292785645		-5.07		8.32		2.19
2.2971229553222656		-4.70		8.50		2.05
2.328334093093872		-5.36		8.55		2.27
2.359589099884033		-5.44		8.36		2.23
2.3908753395080566		-5.26		7.70		2.07
2.4220945835113525		-5.52		7.05		2.23
2.437784194946289		-5.97		7.16		3.10
2.4689743518829346		-6.83		7.35		4.05
2.500227212905884		-6.59		6.79		3.61
2.531480550765991		-6.77		6.96		3.27
2.5627694129943848		-6.35		7.51		3.30
2.5939877033233643		-6.43		7.69		3.26
2.609614849090576		-6.47		7.56		3.74
2.6408674716949463		-5.39		7.02		3.95
2.6721205711364746		-5.39		6.68		4.51
2.703373670578003		-5.24		6.36		5.09
2.718999147415161		-4.77		6.14		5.36
2.750256299972534		-5.22		5.90		4.96
2.7971768379211426		-5.84		5.82		4.60
2.828387498855591		-6.40		6.25		4.47
2.859640121459961		-7.55		6.43		4.23
2.890928030014038		-7.87		6.70		3.19
2.9221816062927246		-6.92		6.12		3.22
2.93780779838562		-6.18		6.28		3.83
2.9690651893615723		-6.11		6.38		3.91
3.0002801418304443		-5.98		6.50		4.11
3.0315330028533936		-6.02		6.96		4.12
3.062786817550659		-6.30		7.01		4.13
3.094076156616211		-6.44		7.07		3.92
