0.02449645460321662		1.20		8.59		-5.70
0.06124113650804155		0.44		8.70		-6.94
0.09798581841286648		-1.23		8.32		-6.61
0.1347305003176914		-1.27		8.70		-4.64
0.17147518222251634		-1.02		7.91		-5.44
0.20821986412734128		-1.35		9.44		-5.12
0.2449645460321662		-2.34		9.01		-5.21
0.2817092279369911		-2.12		9.57		-3.44
0.31845390984181604		-1.86		9.87		-2.22
0.355198591746641		-1.76		9.36		-2.40
0.3919432736514659		-1.87		8.96		-3.45
0.42868795555629086		-1.58		9.00		-4.07
0.4654326374611158		-2.15		9.41		-3.41
0.5021773193659407		-2.12		9.50		-3.39
0.5389220012707656		-1.67		9.87		-2.75
0.5756666831755906		-1.94		9.58		-2.76
0.6124113650804155		-2.09		9.32		-3.48
0.6491560469852404		-2.07		9.16		-3.68
0.6859007288900654		-2.32		8.95		-3.50
0.7226454107948903		-2.12		8.97		-3.02
0.7593900926997152		-1.93		8.76		-2.74
0.7961347746045402		-2.12		8.01		-2.97
0.8328794565093651		-2.24		7.19		-2.52
0.86962413841419		-1.88		6.48		-2.37
0.9063688203190149		-1.75		5.85		-2.38
0.9431135022238398		-2.07		5.61		-1.95
0.9798581841286648		-1.78		4.33		-2.06
1.0166028660334898		-1.81		4.32		-1.76
1.0533475479383148		-1.66		5.15		-1.72
1.0900922298431397		-2.45		6.07		-1.81
1.1268369117479644		-2.40		7.39		-2.19
1.1635815936527893		-3.31		7.70		-1.22
1.2003262755576143		-2.95		9.89		-2.34
1.2370709574624392		-4.00		10.64		-1.92
1.2738156393672642		-4.74		12.48		-1.70
1.310560321272089		-4.16		13.16		0.67
1.347305003176914		-5.74		13.21		-2.49
1.384049685081739		-3.44		13.23		-1.77
1.420794366986564		-2.62		14.57		-1.24
1.4575390488913889		-3.51		13.49		0.14
1.4942837307962138		-2.66		15.00		-0.57
1.5310284127010387		-2.18		12.94		-1.66
1.5677730946058637		-2.29		11.48		-0.89
1.6045177765106886		-2.52		12.08		1.40
1.6412624584155135		-3.34		8.74		-12.01
1.6780071403203385		0.93		10.55		-2.50
1.7147518222251634		-2.39		13.69		7.68
1.7514965041299884		-4.56		9.91		1.24
1.7882411860348133		-5.35		8.08		1.30
1.8249858679396382		-4.83		8.22		0.12
1.8617305498444632		-2.36		8.02		-1.45
1.8984752317492881		-0.74		10.01		-0.20
1.935219913654113		-0.31		11.39		-1.90
1.971964595558938		-1.70		12.26		-1.34
2.0087092774637627		-2.99		10.04		1.19
2.045453959368588		-5.02		9.93		3.57
2.0821986412734126		0.06		12.56		-4.96
2.1189433231782377		-4.74		9.55		2.63
2.1556880050830625		-0.96		11.42		-3.31
2.1924326869878876		-0.15		9.04		-3.23
2.2291773688927123		-3.88		9.98		1.43
2.2659220507975375		0.41		8.64		-3.11
2.302666732702362		-5.67		9.98		-0.64
2.3394114146071874		-3.36		10.89		-1.31
2.376156096512012		2.89		7.26		-2.43
2.4129007784168373		-6.09		9.59		-1.78
2.449645460321662		2.28		8.69		-2.51
2.486390142226487		-4.69		9.39		-1.99
2.523134824131312		-3.97		11.07		-0.31
2.5598795060361366		-0.10		8.72		-1.85
2.5966241879409617		-4.87		9.77		-1.80
2.6333688698457864		-2.38		9.49		-1.14
2.6701135517506116		-4.74		11.60		-1.10
2.7068582336554363		-5.52		9.89		0.23
2.7436029155602615		-1.46		7.54		-3.12
2.780347597465086		-4.77		10.14		-3.28
2.8170922793699114		-3.75		10.22		0.76
2.853836961274736		-5.28		9.40		-4.29
2.8905816431795612		-2.62		8.23		-1.28
2.927326325084386		-5.05		7.58		-4.51
2.964071006989211		-7.17		9.88		-0.16
3.000815688894036		-6.55		7.01		1.91
3.037560370798861		-4.28		8.01		-0.99
3.0743050527036857		-2.93		7.81		-3.03
3.111049734608511		-7.59		8.85		2.44
3.1477944165133356		-6.74		8.06		0.92
3.1845390984181607		-6.52		10.11		-0.05
3.2212837803229855		-7.06		8.47		-1.09
3.2580284622278106		-6.09		10.26		0.05
3.2947731441326353		-10.78		10.59		2.97
3.3315178260374605		-8.98		8.14		4.49
3.368262507942285		-2.01		6.72		6.91
3.4050071898471104		0.46		6.63		6.58
3.441751871751935		2.34		10.56		9.42
3.47849655365676		4.50		6.92		10.47
3.515241235561585		-6.12		-0.02		-0.40
3.5519859174664097		2.44		0.19		2.96
3.588730599371235		0.19		3.42		9.12
3.6254752812760596		-2.69		5.94		5.08
3.6622199631808847		-5.68		3.33		5.83
3.6989646450857094		-4.37		4.92		5.43
3.7357093269905346		-2.91		8.12		6.11
3.7724540088953593		-3.44		3.91		10.44
3.8091986908001845		-3.67		5.05		8.60
3.845943372705009		-4.73		6.56		6.05
3.8826880546098343		-4.08		4.56		6.29
3.919432736514659		-3.22		5.71		11.49
3.9561774184194842		-3.87		5.08		8.93
3.992922100324309		-3.49		6.14		8.80
4.029666782229134		-4.22		3.09		11.90
4.066411464133959		-5.32		2.79		10.33
4.103156146038784		-3.82		2.24		7.76
4.139900827943609		-3.04		2.26		9.60
4.176645509848433		-3.89		3.44		10.30
4.213390191753259		-5.02		2.38		7.64
4.250134873658084		-4.18		2.44		8.59
4.2868795555629085		-3.61		2.55		9.22
4.323624237467733		-3.52		2.49		9.04
4.360368919372559		-4.12		1.89		7.60
4.3971136012773835		-4.32		2.38		9.28
4.433858283182208		-3.20		1.73		9.98
4.470602965087033		-3.81		2.68		9.08
4.507347646991858		-4.29		2.51		8.90
4.544092328896683		-4.32		1.33		8.51
4.580837010801508		-3.71		2.73		9.00
4.617581692706333		-3.56		2.60		8.15
4.654326374611157		-3.83		2.12		9.31
4.691071056515983		-3.33		2.29		9.09
4.727815738420808		-4.38		2.06		8.49
4.764560420325632		-4.55		2.19		8.20
4.801305102230457		-3.68		1.85		9.09
4.838049784135283		-3.79		2.34		9.25
4.8747944660401075		-4.09		1.80		8.52
4.911539147944932		-3.81		2.54		9.09
4.948283829849757		-3.71		2.18		8.79
4.9850285117545825		-4.30		2.26		8.65
5.021773193659407		-3.81		2.02		8.89
5.058517875564232		-4.05		2.23		9.05
5.095262557469057		-3.68		2.03		8.94
5.132007239373882		-3.77		2.00		8.98
5.168751921278707		-3.87		2.40		8.90
5.205496603183532		-3.74		1.98		8.93
5.242241285088356		-3.66		2.22		9.05
5.278985966993182		-3.77		1.97		8.96
5.315730648898007		-3.62		2.18		9.10
5.352475330802831		-3.56		2.14		8.97
5.389220012707656		-3.80		2.25		8.85
5.425964694612481		-3.61		2.04		8.96
